event_key,city,weather_date_local,weather_metric,condition_id,event_slug,slug,token_id,asset,temperature_bucket,bucket_kind,bucket_low,bucket_high,unit,public_record_timestamp_utc,public_record_timestamp_cst,relative_day,time_phase,side,price,shares,trade_usd,trade_usd_source,transaction_hash,source_file,source_row_number,raw_transaction_hash,cumulative_buy_usd_event,cumulative_buy_usd_bucket,cumulative_buy_shares_bucket,cumulative_sell_shares_bucket,remaining_shares_bucket,weighted_average_buy_price_bucket,weighted_average_sell_price_bucket,previous_buy_price_bucket,price_change_vs_previous_buy,price_change_vs_pretrade_weighted_average_cost,add_action_classification
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x9a0b2e84b50ebc300670d5f845e230a6adff9c38b376c2456709eb816966a371,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-16c,62485518852154820289976356932206228997332161114360560732859953680063307738762,62485518852154820289976356932206228997332161114360560732859953680063307738762,16°C,exact,16.0,16.0,C,2026-04-22T03:15:32+00:00,2026-04-22T11:15:32+08:00,D0,D0_WARMING_EARLY,BUY,0.27,4.83,1.3041,usdcSize,0x53b9e63ad692539a0739190750bad9b64c1756577bce51824bf31f9ac69dd815,data/raw/trades.csv,8105,0x53b9e63ad692539a0739190750bad9b64c1756577bce51824bf31f9ac69dd815,69.32201,1.3041,4.83,0.0,4.83,0.27,,,,,NEW_BUCKET_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x9a0b2e84b50ebc300670d5f845e230a6adff9c38b376c2456709eb816966a371,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-16c,62485518852154820289976356932206228997332161114360560732859953680063307738762,62485518852154820289976356932206228997332161114360560732859953680063307738762,16°C,exact,16.0,16.0,C,2026-04-22T03:17:56+00:00,2026-04-22T11:17:56+08:00,D0,D0_WARMING_EARLY,BUY,0.2700000131,16.849314,4.549315,usdcSize,0xcabd8dcac95dbc3fe88cf17310540f3ffd8db85580aa18ac974988cfe2d311ac,data/raw/trades.csv,8108,0xcabd8dcac95dbc3fe88cf17310540f3ffd8db85580aa18ac974988cfe2d311ac,73.87132500000001,5.853415,21.679313999999998,0.0,21.679313999999998,0.27000001014792263,,0.27,1.31e-08,1.3099999973675835e-08,PRICE_FLAT_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x84650e76d1746fe5f3de87cfdc37f6811cd909a3747e6e465b7020f01e3449ee,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-14c,97053750902183823938384052155708233523189599297828288982215450910630619462598,97053750902183823938384052155708233523189599297828288982215450910630619462598,14°C,exact,14.0,14.0,C,2026-04-22T03:27:42+00:00,2026-04-22T11:27:42+08:00,D0,D0_WARMING_EARLY,SELL,0.0012099525,599.85,0.72579,usdcSize,0xae1bcdf05c2be62329d844891270be18779cd42329e16602c85a109a0462d6d0,data/raw/trades.csv,8109,0xae1bcdf05c2be62329d844891270be18779cd42329e16602c85a109a0462d6d0,73.87132500000001,48.964909999999996,594.67068,599.85,-5.179320000000075,0.08233953959189648,0.0012099524881220305,,,,
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x9a0b2e84b50ebc300670d5f845e230a6adff9c38b376c2456709eb816966a371,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-16c,62485518852154820289976356932206228997332161114360560732859953680063307738762,62485518852154820289976356932206228997332161114360560732859953680063307738762,16°C,exact,16.0,16.0,C,2026-04-22T03:31:56+00:00,2026-04-22T11:31:56+08:00,D0,D0_WARMING_EARLY,BUY,0.4042701863,60.5635,26.035,usdcSize,0xad786cae14c0d7ec97bd0a20b1ceb20e4c92dcd724a9fa6f3efb47b4db9d724c,data/raw/trades.csv,8111,0xad786cae14c0d7ec97bd0a20b1ceb20e4c92dcd724a9fa6f3efb47b4db9d724c,99.90632500000001,31.888415000000002,82.242814,0.0,82.242814,0.387734969768909,,0.2700000131,0.1342701732,0.13427017615207737,PRICE_UP_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0xfe3e349ee638ae04b620d18c878185acb40ebe10f4c0f977114a2cdde6d48126,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-18c,87942498376029270142716197802689491150330263760996061068156216503033659898365,87942498376029270142716197802689491150330263760996061068156216503033659898365,18°C,exact,18.0,18.0,C,2026-04-22T03:56:08+00:00,2026-04-22T11:56:08+08:00,D0,D0_WARMING_EARLY,BUY,0.1690390775,143.1287,26.387,usdcSize,0x203dd9149c5cd0a1b71ad90c163dd3a2ed90c9c3ca5f6609d960a20ecb8aae6d,data/raw/trades.csv,8115,0x203dd9149c5cd0a1b71ad90c163dd3a2ed90c9c3ca5f6609d960a20ecb8aae6d,126.29332500000001,26.387,143.1287,0.0,143.1287,0.18435855282693128,,,,,NEW_BUCKET_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x45976b6cb92cc837b93dac9c89d7f77968c38c8792b80022f436afed1829d68f,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-19corhigher,5051644121710101462823476065847121300250940238869492201828849838912633201554,5051644121710101462823476065847121300250940238869492201828849838912633201554,19°C or higher,above,19.0,,C,2026-04-22T04:02:52+00:00,2026-04-22T12:02:52+08:00,D0,D0_WARMING_CORE,BUY,0.1196148,91.19616,11.96148,usdcSize,0x4baeaf904a0d32b2563b1fc419e2f9ba7a1b6c218be93dde12cdf03dfa131c7a,data/raw/trades.csv,8124,0x4baeaf904a0d32b2563b1fc419e2f9ba7a1b6c218be93dde12cdf03dfa131c7a,138.254805,11.96148,91.19616,0.0,91.19616,0.13116210156217104,,,,,NEW_BUCKET_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x9a0b2e84b50ebc300670d5f845e230a6adff9c38b376c2456709eb816966a371,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-16c,62485518852154820289976356932206228997332161114360560732859953680063307738762,62485518852154820289976356932206228997332161114360560732859953680063307738762,16°C,exact,16.0,16.0,C,2026-04-22T04:21:30+00:00,2026-04-22T12:21:30+08:00,D0,D0_WARMING_CORE,BUY,0.002,3.587,0.007174,usdcSize,0x4779a1f1fcea6b8c8835df62d3077bd59edd890a328747ace4378e14d7acda9a,data/raw/trades.csv,8137,0x4779a1f1fcea6b8c8835df62d3077bd59edd890a328747ace4378e14d7acda9a,138.261979,31.895589,85.829814,0.0,85.829814,0.3716143320548266,,0.4042701863,-0.4022701863,-0.385734969768909,PRICE_DOWN_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x9a0b2e84b50ebc300670d5f845e230a6adff9c38b376c2456709eb816966a371,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-16c,62485518852154820289976356932206228997332161114360560732859953680063307738762,62485518852154820289976356932206228997332161114360560732859953680063307738762,16°C,exact,16.0,16.0,C,2026-04-22T04:21:30+00:00,2026-04-22T12:21:30+08:00,D0,D0_WARMING_CORE,BUY,0.002,66.4925,0.132985,usdcSize,0xbc90b19ce6a6d72f0382055fdb3f44ace75d55a9a9dad1147ae49ce26fd811d3,data/raw/trades.csv,8138,0xbc90b19ce6a6d72f0382055fdb3f44ace75d55a9a9dad1147ae49ce26fd811d3,138.394964,32.028574,152.322314,0.0,152.322314,0.21026843118993058,,0.002,0.0,-0.3696143320548266,PRICE_FLAT_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x9a0b2e84b50ebc300670d5f845e230a6adff9c38b376c2456709eb816966a371,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-16c,62485518852154820289976356932206228997332161114360560732859953680063307738762,62485518852154820289976356932206228997332161114360560732859953680063307738762,16°C,exact,16.0,16.0,C,2026-04-22T04:21:50+00:00,2026-04-22T12:21:50+08:00,D0,D0_WARMING_CORE,BUY,0.002,0.22,0.00044,usdcSize,0x63b91840bc8f821f80290c30f2ab3fbac8540546cc3ce6d2777b26b6ad6eaec2,data/raw/trades.csv,8139,0x63b91840bc8f821f80290c30f2ab3fbac8540546cc3ce6d2777b26b6ad6eaec2,138.39540399999998,32.029014,152.542314,0.0,152.542314,0.20996806171433846,,0.002,0.0,-0.20826843118993058,PRICE_FLAT_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x20c5423e007f0f1a2e6b054908620ee7709d0215c9f9ad83d210ee7fe9a54954,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-17c,50041112992740679849714504524671044726537596300335232648023272263558987501157,50041112992740679849714504524671044726537596300335232648023272263558987501157,17°C,exact,17.0,17.0,C,2026-04-22T04:26:20+00:00,2026-04-22T12:26:20+08:00,D0,D0_WARMING_CORE,BUY,0.11,100.0,11.0,usdcSize,0xc500cecf5d133db15c6698a321a63bc367e9d3c71440352762fa8c11356e2123,data/raw/trades.csv,8140,0xc500cecf5d133db15c6698a321a63bc367e9d3c71440352762fa8c11356e2123,149.39540399999998,11.0,100.0,0.0,100.0,0.11,,,,,NEW_BUCKET_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0x45976b6cb92cc837b93dac9c89d7f77968c38c8792b80022f436afed1829d68f,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-19corhigher,5051644121710101462823476065847121300250940238869492201828849838912633201554,5051644121710101462823476065847121300250940238869492201828849838912633201554,19°C or higher,above,19.0,,C,2026-04-22T04:53:44+00:00,2026-04-22T12:53:44+08:00,D0,D0_WARMING_CORE,BUY,0.282,50.0,14.1,usdcSize,0xc333decea2ec3cc0322d20a472b0b3685c4d3cb1ca75ab38918859fb8e47ae36,data/raw/trades.csv,8146,0xc333decea2ec3cc0322d20a472b0b3685c4d3cb1ca75ab38918859fb8e47ae36,163.49540399999998,26.06148,141.19616000000002,0.0,141.19616000000002,0.18457640774366665,,0.1196148,0.1623852,0.15083789843782894,PRICE_UP_ADD
2026-04-22__seoul__high,Seoul,2026-04-22,high,0xfe3e349ee638ae04b620d18c878185acb40ebe10f4c0f977114a2cdde6d48126,highest-temperature-in-seoul-on-april-22-2026,highest-temperature-in-seoul-on-april-22-2026-18c,87942498376029270142716197802689491150330263760996061068156216503033659898365,87942498376029270142716197802689491150330263760996061068156216503033659898365,18°C,exact,18.0,18.0,C,2026-04-22T05:15:58+00:00,2026-04-22T13:15:58+08:00,D0,D0_WARMING_CORE,SELL,0.94,149.61,140.6334,usdcSize,0x67e05597b5d948247620c4cbb1e9192d7637d9cdf48097813201b68de722d0f5,data/raw/trades.csv,8158,0x67e05597b5d948247620c4cbb1e9192d7637d9cdf48097813201b68de722d0f5,163.49540399999998,26.387,143.1287,149.61,-6.4813000000000045,0.18435855282693128,0.9399999999999998,,,,
