wallet,weather_date,condition_id,asset,outcome,temperature_bucket,event_slug,buy_count,sell_count,buy_shares,sell_shares,sold_share_ratio,buy_usd_weighted_price,sell_usd_weighted_price,sell_minus_buy_price,first_buy_to_first_sell_seconds,last_buy_to_first_sell_seconds,buy_after_sell,same_hour_two_way
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-14,0x15b2c595ed0b02659db22595335afef17708565a8ff88ac855c8fba5363b0dbd,94801573071477203068810872488084376160399196572621227514106365567998184443569,NO,29°C,highest-temperature-in-beijing-on-june-14-2026,18,22,179.516251,179.514116,0.9999881069263193,0.6996745603828368,0.6906726933942064,-0.00900186698863037,68419,-54899,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-14,0x3b89e9c18715cdf30350102482af1fac30b38a9874c7c9d266da372b6c97a65f,11935300632533425276841022674399139890352632155866595737988969934535923583598,YES,33°C,highest-temperature-in-beijing-on-june-14-2026,3,9,139.0,139.0,1.0,0.017945323741007192,0.0010072661870503597,-0.01693805755395683,160033,156300,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-14,0x4974defaaae713f46b81ee220334bfbd395725b743492c73482c912ec3daba15,93376619943547383217366558979684658119616113282307219708595111138519431533324,NO,28°C,highest-temperature-in-beijing-on-june-14-2026,10,8,143.943808,78.429877,0.5448645418634472,0.8545474147800787,0.9094492906064355,0.05490187582635686,30321,-73634,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-14,0x64fd7d35d1ae9f1a4ae0da156480a895fb414a2c46b84d82f8ecaff23d8915d6,65972545175672126584394600667452327756297847662704997374312774533744445768477,YES,32°C,highest-temperature-in-beijing-on-june-14-2026,15,19,441.392564,307.415447,0.696467208722619,0.03073577379069757,0.01769769558782126,-0.013038078202876311,53185,35119,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-14,0x7a43d47b1c3407e3624199177e5f2c167537d08d697aadf77fb85f7ade7fdf77,4968037327258027521539119699519081758841465201168127791040012535375192199025,YES,31°C,highest-temperature-in-beijing-on-june-14-2026,7,3,261.418244,36.399796,0.1392396928502052,0.13052692680469538,0.163110776774683,0.032583849969987616,53066,3045,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-14,0xe391b55e15a64bc2377e1db899f0980aa7e505e2db23c721e057dbb3b26390e1,90047152302277059017325111118200582483992367601461427270730320912043661955819,YES,30°C,highest-temperature-in-beijing-on-june-14-2026,18,24,152.433903,152.424646,0.9999392720397641,0.2627133217208248,0.39455224977199554,0.13183892805117076,6499,-77816,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0x06736a68eeb9cea564a49349d1adc457e50bbe69e57aa9fcd6696258c413b01e,54541188768360754066881038797586624452688644837928634231546640486935154467461,YES,34°C,highest-temperature-in-beijing-on-june-15-2026,14,18,471.29,294.62,0.625135267033037,0.008143754376286363,0.001,-0.007143754376286363,158096,118425,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0x2f6611a75d5ef71cc5541d3421c1f821e59d76969909b3cbaac0ec5f7be8fc27,107916335795300733294233460139044270120711279103330347225252356667636101307228,NO,29°C,highest-temperature-in-beijing-on-june-15-2026,28,22,148.226266,148.220587,0.9999616869522976,0.7200085307417782,0.6798981237336484,-0.040110407008129734,47004,7887,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0x7d922aa4c91391bfa020925a2ad5c145ea7a06dc69d6d1edd24e2716d5eee9a3,80455021956265723280810055209449362840371688536023275653418355621289040099640,YES,32°C,highest-temperature-in-beijing-on-june-15-2026,16,0,705.8,0,0.0,0.034417242844998586,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0xb60e02f7a919b55e1ce004fee12ee8d7c70631f5fff7b8c54c20646ab9e855d3,42413321203185121742530833155120249121507210892046406559246289626171879163949,YES,33°C,highest-temperature-in-beijing-on-june-15-2026,4,0,764.72,0,0.0,0.014433897374202321,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0xda21554de91c766e18a3193c4a41ed166e3407b04f779c82a92667bdcf0c6324,24778969736595355562243787516684805352230818808123552361413344480345064217497,YES,35°C or higher,highest-temperature-in-beijing-on-june-15-2026,4,20,349.0,349.0,1.0,0.005999999999999999,0.001,-0.004999999999999999,123366,123340,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0xdff662d6faef9eb8920d0c50be150eda326c5ccc31a9b1874f9bb8c9b035d0e7,113417719192542511724671583726295012759450737046371087160621259035992159573036,YES,31°C,highest-temperature-in-beijing-on-june-15-2026,10,5,337.81025,43.299043,0.12817563410228078,0.11004006243149815,0.12368857667362303,0.013648514242124876,114046,10756,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0xef0f48e35e79eeab30f641771c8a5988fc9886470ca357b61ae29b7d7fd3c91f,10521775040573652131847284096062102382149393780395899539713253590311323047855,NO,30°C,highest-temperature-in-beijing-on-june-15-2026,8,6,41.726107,41.719441,0.999840243902936,0.6970482293016217,0.7559352485092021,0.05888701920758044,75434,10686,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-15,0xff912fd5c7a520f1a4358452df296133c74bcdddf7ac2a53d7a08afa384adec5,106287768550941782488179440572848421941093713497361300327898699642506519186009,NO,28°C,highest-temperature-in-beijing-on-june-15-2026,8,15,107.32714,105.831076,0.9860607112050129,0.792975961159498,0.8441743519644457,0.0511983908049477,23730,3744,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x11f3975cec7e6b249bafb789290f01c16bd7169ceb231c2cd0fb1f930e3fa1eb,113552798546664220694258404115745182609391185268139830014334786812889121649836,YES,23°C,highest-temperature-in-beijing-on-june-16-2026,17,0,491.307272,0,0.0,0.016244215086643376,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x1fea2cf6559f66d22ac2a2ac66e6065f2a56507bf828d720a766dfcd35196010,109357815268989123028477070640094930844933324770029162744522241466990967591020,YES,30°C,highest-temperature-in-beijing-on-june-16-2026,8,0,146.312083,0,0.0,0.051687494600155474,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x22082ab34a50f50952e539c07fabecf5c1e91e695d037476dbb53fc1602aed7c,18336600748988867651008388824914242592615477159900678797181177805814169357295,YES,29°C,highest-temperature-in-beijing-on-june-16-2026,6,8,147.002299,133.914135,0.9109662631874893,0.06020454822954843,0.12761608025919,0.06741153202964156,54337,-24926,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x2f9ff2650e33f6d86d566768b75060325961a7e57ec86ca6db1fd8bbb491223c,70366410520402921405225628421766684491740832506152246113667979473099766730060,YES,26°C,highest-temperature-in-beijing-on-june-16-2026,2,1,10.904755999999999,10.9,0.9995638600258457,0.16000000366812428,0.29,0.1299999963318757,50762,50741,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x36495d79dfe74d29dc678604132f135947966da9867a8b6e863544796387db74,51832576324768852204104268007332330338310405319140227120879475280795223322638,YES,24°C,highest-temperature-in-beijing-on-june-16-2026,11,2,231.121941,43.87,0.1898132207188412,0.03992844193014111,0.087,0.04707155806985888,152055,64536,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x5985f6912f40903e04629d713942db577086ce1b5547bd73b5c615a974b73d42,54050495000302681571956463066922062752916929697972270626269953943633352099648,YES,31°C or higher,highest-temperature-in-beijing-on-june-16-2026,19,0,600.051756,0,0.0,0.02224551443525815,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x76acd01ab977e1b7bdc2caa8fe0a42521f8e0a8d3d1ef66739f4fcf7df2dbbe2,50921203124746166937002808997350153898036418599561584176928309533185095084536,YES,28°C,highest-temperature-in-beijing-on-june-16-2026,4,5,33.654381,33.65,0.9998698237831205,0.11000000267424322,0.1976225854383358,0.08762258276409259,31107,31083,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0x76acd01ab977e1b7bdc2caa8fe0a42521f8e0a8d3d1ef66739f4fcf7df2dbbe2,9478926473268309712393925935131447905638142075746967314318709109297482061375,NO,28°C,highest-temperature-in-beijing-on-june-16-2026,4,2,27.76857,24.39,0.87833114920934,0.7200000216071624,0.82,0.09999997839283759,92778,82941,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0xb79d869c707b7e1aa20181e84defdc4d21a305ec1ab56b6c28a5be0d2d1e51ca,103004773307080476634099586294817044820796427503937508676012802655180038186581,YES,25°C,highest-temperature-in-beijing-on-june-16-2026,13,18,223.99184400000001,223.98934,0.9999888210215367,0.09645694063753499,0.18804955628691974,0.09159261564938476,62759,16029,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0xd222091ca2809d630a36192fc469fd5a65a42e96c4922cd4957f52fc85601ee6,105612891367333954952195179638665483052428735473677071831516572835944005861588,YES,22°C,highest-temperature-in-beijing-on-june-16-2026,6,0,293.101,0,0.0,0.0034845019293690575,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-16,0xdaf0ec5b2233864449dd73252ae90ade83262fd705b34b32db8769f17de01c27,110374645291971959435871596737166774381208191956521053229219120195283377096843,NO,27°C,highest-temperature-in-beijing-on-june-16-2026,18,16,177.518677,149.228168,0.8406336196387945,0.6983258555943384,0.7335337588544275,0.03520790326008916,13892,-85237,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0x2396b698e0214f99f3bb06b1252bceed0d0c69a91df38ac5c1919fcec5a62469,58082015385571080165634341890166335919601750059602441225647700491782237082552,YES,35°C,highest-temperature-in-beijing-on-june-17-2026,1,1,13.9,1.73,0.12446043165467625,0.006,0.008,0.002,19993,19993,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0x2674270268c7e9ad8c6c698ef332cd67cd2173a09cea7fad187aff6555ef0e59,55204319365489406211859887617003792936655965329121266449104643208971007466701,NO,29°C,highest-temperature-in-beijing-on-june-17-2026,2,1,22.975383,20.42,0.8887773492176387,0.870000034384628,0.9789999999999999,0.10899996561537184,150296,145674,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0x429592d4e0ef93f5a3bd574cf241450a336459c0de80430f8ae2469b2fcc8086,104135383916858195894000985645013784860772977408927660223317761799501764637917,YES,30°C,highest-temperature-in-beijing-on-june-17-2026,18,17,195.449988,195.441891,0.999958572522399,0.25,0.2271503605130386,-0.022849639486961393,20038,12186,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0x429592d4e0ef93f5a3bd574cf241450a336459c0de80430f8ae2469b2fcc8086,41122328777604080232533009670120574515210762748104765169708715257114152036207,NO,30°C,highest-temperature-in-beijing-on-june-17-2026,8,6,65.267262,65.26,0.999888734416345,0.8136799732766482,0.8120533251608948,-0.0016266481157534152,110755,32710,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0x7a3f6af106bbaf48fb2cfebf87a99a3ae43287713ce6261aafa13fb6db711e9c,56340256106518273346205891369733361379741295160224652898000515137915540973040,YES,31°C,highest-temperature-in-beijing-on-june-17-2026,56,23,458.341343,441.238602,0.9626855808204935,0.3250636240335841,0.23093308368337184,-0.09413054035021223,15427,-132304,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0xbcee009055b9f24e174026e14b5d25e40035d7b8d68eec8caa4e7cb975629798,9685716513841126764915597668166255436712438515050241388258086498989164308702,YES,32°C,highest-temperature-in-beijing-on-june-17-2026,22,27,536.390638,536.38948,0.9999978411256314,0.22700946916974343,0.16688337735482806,-0.06012609181491538,92020,-49408,True,1
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0xbd4986ea6457350686c4ea538e932a39c38702e6f38fa1ddc98cb9648cdc60eb,97161090349635298994225839113344638360536323028885752492161485689211629290233,YES,33°C,highest-temperature-in-beijing-on-june-17-2026,12,12,319.019905,319.013537,0.9999800388630923,0.07195943776611682,0.0708708326693986,-0.0010886050967182231,16314,-43205,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-17,0xca4a00d5fbf520e8d2f558ed4561ea841d4b2a80356c4ca7e3f01f89e3a39e5b,81868949313035256580909681749949451156917236494406966886463114170537083325701,YES,36°C,highest-temperature-in-beijing-on-june-17-2026,11,2,895.798498,9.11,0.010169697783976413,0.0026563786446536326,0.001,-0.0016563786446536326,85954,77743,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0x3ec5383936ae9318089f9510958af9125a2c2ac71e2f38f9bc51d2c9024a2ae0,46611414230778506296371052456887573599244135283724850420573511818847568605954,YES,31°C,highest-temperature-in-beijing-on-june-18-2026,14,17,166.987633,140.134806,0.8391927203375594,0.3061109261905641,0.24938913463083542,-0.0567217915597287,24708,-36216,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0x4d523b6eb83761d9a99e7c5884621fd1617e9e791ba23bb20b707e288f7fd2c4,78544472022166259931660355202969886498243080545484902768353261434698631817619,YES,35°C,highest-temperature-in-beijing-on-june-18-2026,2,2,6.39,6.39,1.0,0.005,0.001,-0.004,171864,171862,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0x68e8c1a3af74a16605b0c5bfa957f53c4c9ec89bd1866ab102248c92d73b8b95,89890180973915027751262623432791483987024051768664974890185729241708455897671,YES,36°C or higher,highest-temperature-in-beijing-on-june-18-2026,5,4,107.67,23.71,0.22020990062227175,0.0032321909538404387,0.001,-0.0022321909538404387,175915,166912,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0x7cb96347332e0b019c53d74d805379e11d0f3a460643e5f7ef651a0b92990502,2859133610697076373343448335511372996379448145878712313932570331530126803234,YES,32°C,highest-temperature-in-beijing-on-june-18-2026,13,12,199.16294,199.156488,0.9999676044147571,0.1911226205035937,0.15985970790969162,-0.03126291259390207,18030,-80515,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0xa40a2270855e5d6548cd26c31b17028a0a837abfb1510b94079f2a2b1a0cb63b,86293799105318169614159239513648226524185127151945332871974911093571607748277,YES,34°C,highest-temperature-in-beijing-on-june-18-2026,1,0,186.31,0,0.0,0.010931673018088133,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0xa87dec697ae7a8812a8c022941abac8feff7997f2c90036732384bbc37142a4c,101527561514526551984305956769412483266706777465564538720904829617979274275188,NO,30°C,highest-temperature-in-beijing-on-june-18-2026,5,3,61.1,33.340511,0.5456712111292962,0.6702291325695581,0.7870304687291686,0.11680133615961052,28558,19396,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0xa87dec697ae7a8812a8c022941abac8feff7997f2c90036732384bbc37142a4c,25524463927614403422387454148941610961208664350113252258962696722689817735562,YES,30°C,highest-temperature-in-beijing-on-june-18-2026,15,20,249.28,249.277378,0.999989481707317,0.1934499358151476,0.13839161129173944,-0.05505832452340817,23315,-113525,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-18,0xfbb660bb1a20c70fcd677c17db30072d6a857194d3b5511732c06c3bea01e9e2,6781999216928089693744546117541275525469322491029990371039503074896140931150,YES,26°C or below,highest-temperature-in-beijing-on-june-18-2026,3,3,130.0,130.0,1.0,0.003,0.001,-0.002,157277,154481,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x082ffe66444f0608d9c1598bbc8100557bbcd260bd19dd0569c6a8d03d0da0a8,94142740308922563062610643487975546154601588638750675877912787417104386844646,YES,34°C,highest-temperature-in-beijing-on-june-19-2026,1,0,350.0,0,0.0,0.0041992,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x1aab4cc8f83d683e745c91cb24d1f130f75dc5fd9333e1ffc83c7bfe6ff08076,36626308905413458788055717347863375594172187619079526193123664315673235276076,YES,35°C,highest-temperature-in-beijing-on-june-19-2026,1,0,2120.0,0,0.0,0.0010499481132075473,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x3ed08854d4dfd0eeb1ee6fa0f25911a68023872b6c3de3bc59d02073f570338b,1041018707345113942749187213962848363031996233149281204293044379572047548831,YES,28°C,highest-temperature-in-beijing-on-june-19-2026,8,7,68.374563,41.53,0.6073896223658498,0.19563221193823208,0.2678714182518661,0.07223920631363404,6830,2151,False,1
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x3ed08854d4dfd0eeb1ee6fa0f25911a68023872b6c3de3bc59d02073f570338b,26557109014925254714690003253102548520564085573021184940362258709966815334944,NO,28°C,highest-temperature-in-beijing-on-june-19-2026,5,10,55.54,55.536102,0.9999298163485776,0.72,0.793078671599962,0.07307867159996206,37260,33231,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x4f4b6ca76974a6c8f8996b63567241405d51ca19863c5c324fbe5e946145d464,96202006935013058314579457436391300686158656985883017839089436453420867408151,YES,26°C or below,highest-temperature-in-beijing-on-june-19-2026,2,3,82.36000000000001,82.36,0.9999999999999998,0.2172393152015541,0.1544572608062166,-0.06278205439533749,496,-6708,True,1
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x595b34433a28733531d36f39d3e17fd30d849363ec6b4d30361906eae49430f5,72511636591469531394918540697575064574853498904735107872940060972138926702701,NO,29°C,highest-temperature-in-beijing-on-june-19-2026,4,5,58.82,58.82,1.0,0.6799999999999999,0.7340445426725605,0.054044542672560536,3423,1245,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x5c750e97addd5950d8ae1be80fde2dd4941b8e9210290266a389f7a233fa8581,17799397649763429415920735460454117656462065265946428832383037787702211012553,YES,33°C,highest-temperature-in-beijing-on-june-19-2026,4,0,663.65,0,0.0,0.008987448203119114,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x92061a36b072e9c5acf0a38c1ce69e88fa8bd36546ce282be7d62b3407bb392b,114104675886985031701221678953121969386491353776273571709806997605322446051595,YES,31°C,highest-temperature-in-beijing-on-june-19-2026,2,0,458.0,0,0.0,0.015548668122270742,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0x9f6a6a6e088ba040ac5cd82c14e704d8021de7eb5fa12b239e9a5f8a5807dc73,88897737303496188686295115082365444533640299074355785522431531577352897561814,YES,32°C,highest-temperature-in-beijing-on-june-19-2026,5,0,761.47,0,0.0,0.01994685279787779,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0xc939814136b89674a11230599c7b294c9b116105c42adb4cab475817a5c56b19,99469519679942404722998834283537320106937852025553112166525779849142251920721,NO,27°C,highest-temperature-in-beijing-on-june-19-2026,7,11,77.59944899999999,77.591665,0.999899690009397,0.6773263428713264,0.5612600142038452,-0.11606632866748123,20110,-20292,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-19,0xf4a59a9e696393c1ae3502cf36685fc759e28c6d8608d7051a4cbd5f09909710,15408647450415590206972847653616956051719669732278727353861210179190786729636,YES,36°C or higher,highest-temperature-in-beijing-on-june-19-2026,1,0,1144.03,0,0.0,0.0010499462426684617,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-20,0x182eefe3e5fea243aefc95d1111602ce3db301dc13ae5fafae7922377ffa8724,15915223711345072656453328344333508606622466279950451115916437627324870555113,YES,32°C,highest-temperature-in-beijing-on-june-20-2026,3,0,236.86,0,0.0,0.015271299501815418,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-20,0x5d5c26e5f309fb4d8de03e96968d2d0a2a0a5a56a5b5682c8af44327173199c7,90023325962071527301988571895773322523969548165741967754529457509997488974287,NO,28°C,highest-temperature-in-beijing-on-june-20-2026,17,10,70.80317600000001,58.980000000000004,0.8330134795083203,0.741448067244893,0.7999118345201762,0.05846376727528324,7698,-56794,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-20,0x6538485dd3797f2caee56a6a633b8a69a6893f41ec98f57e824c91d62f596353,39139504571640742767958361650246155289786870717244691585617974856109123894471,YES,30°C,highest-temperature-in-beijing-on-june-20-2026,9,10,137.465819,137.446919,0.9998625112763486,0.22507938500697397,0.1597263595264729,-0.06535302548050106,19872,-86860,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-20,0x70043a7d82527b3bd7f1606fd631fd2f356c37c9eed698f26154bf3e5986287e,111740265165226848018011252297981118602694117340383953669750358169828558379412,YES,33°C,highest-temperature-in-beijing-on-june-20-2026,1,0,519.85,0,0.0,0.012359353659709532,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-20,0x776909e342556062dc02303e1a2121b13ab696fae86fe109b7d06f96f23a0265,56998433929058200118540923646823273538756446433706763737727182921150154275947,NO,29°C,highest-temperature-in-beijing-on-june-20-2026,2,5,33.75,33.75,1.0,0.6271733333333332,0.7471703703703704,0.11999703703703712,115563,30354,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-21,0x29f48b4b48ec987674fe51956bf14584f0c9cb7a661e8f3ffb048d5606270c9a,102046180271021947778182483062819396596010372723020636502637200816799712877962,YES,31°C,highest-temperature-in-beijing-on-june-21-2026,5,7,95.84,95.832606,0.9999228505843071,0.18256886477462436,0.5000051548217316,0.3174362900471072,10077,3997,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-21,0x3e15468b5616da0677a057face35c0330d83de9bdc4ccc515c8eff6b27800560,9352691211619271032966086744574472737209717926851707668011698365862284742400,YES,32°C,highest-temperature-in-beijing-on-june-21-2026,3,0,573.37,0,0.0,0.019403247466731777,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-21,0x5fe9928d8bc17e3beaba55110c1e41965aef7c29dfcbb453fd9785895b789fb2,82848061745733211808054759965185623665619600017349165739484840965281715477027,YES,30°C,highest-temperature-in-beijing-on-june-21-2026,13,2,54.668884999999996,14.260000000000002,0.26084307371551485,0.2717759471406816,0.27429873772791025,0.0025227905872286516,73102,14373,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-21,0x8592ec1c356466671bc6e1d4ab23bce0821903ec36a5d65b8432b34c701e0a92,68196116234306173024152814071406302071948720199108071197142009787990046415730,NO,29°C,highest-temperature-in-beijing-on-june-21-2026,9,14,74.893027,74.891859,0.9999844044225905,0.6322234778946777,0.8275318416117832,0.19530836371710547,48195,4218,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-22,0x1b77ed72769b8cc55de0c85c442fba4aed53caa8d9a9dd4344705646b199d7f0,104623581975623117850634061246653448620110177693649098429052328150610844988166,NO,32°C,highest-temperature-in-beijing-on-june-22-2026,7,10,45.994635,45.992902,0.9999623216925191,0.5905675303217429,0.6544422658957245,0.0638747355739816,5961,-29505,True,1
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-22,0x1b77ed72769b8cc55de0c85c442fba4aed53caa8d9a9dd4344705646b199d7f0,84353845341146211262018739096449294723329793640340107689678291519223653581753,YES,32°C,highest-temperature-in-beijing-on-june-22-2026,3,11,90.50999999999999,90.504034,0.9999340846315325,0.23177328471992045,0.2310195145555611,-0.0007537701643593464,39167,14925,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-22,0x873cd67c34d896710969a6b6597025a924e9dd918e6eefc6adadeeeb57a90858,65110151393611586768862642835941937220687228803866693557999740698723562250151,YES,34°C,highest-temperature-in-beijing-on-june-22-2026,6,0,519.99,0,0.0,0.024822573511029056,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-22,0x8a3525cd5141253b2616fff4a7611b113db2ae22b0fa1323cacec5e3a6593653,70963141440546310188215745655278322658807282227775180989683990398622197864266,YES,33°C,highest-temperature-in-beijing-on-june-22-2026,3,1,19.07494,15.25,0.7994782683457982,0.17196358153682265,0.151,-0.02096358153682265,1015,-13667,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-22,0xa27a1e1193234a91dddbbafe81ab6a2cf6f8ce1af472ca1dbb5a31a4a93087e8,115773621955410399945386374442179458250028540869734611298135741639203144067761,NO,30°C,highest-temperature-in-beijing-on-june-22-2026,3,8,67.71,67.71000000000001,1.0000000000000002,0.8026155663860582,0.943532417663565,0.14091685127750675,13656,10635,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-22,0xfe0e7b9a0f831b00b39b3266f13e74730c3fe3a0e7d8011eacd18f9c0dbae23a,111447126388552573840349062916147644768076583895979235240182575901307794912712,NO,31°C,highest-temperature-in-beijing-on-june-22-2026,18,7,88.882696,33.126469,0.3726987421713671,0.6484794295618577,0.6938982238040523,0.04541879424219464,33500,-48879,True,1
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-23,0x47bc5451ef508d4ae548cfba1c6dc12d534fa3547f43721c3fa84cf2f6032a2e,39449385167065925729424275763285396108719293926146713440123919136230649381940,YES,32°C,highest-temperature-in-beijing-on-june-23-2026,2,0,384.61,0,0.0,0.027919008866124126,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-23,0x94a221ac2e7d93504bd0f94281fb25a2cbad35b1a024da0fe84d21a5aa1b642f,64817659970596685685418336069091408919974242272608089332046395252851818772500,YES,26°C or below,highest-temperature-in-beijing-on-june-23-2026,6,0,350.4,0,0.0,0.021586187214611877,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-23,0x96566c824cdab8459c8e642f47b0d9e4e14f95b467c1cf7f3a61724b8bf8cd57,29184975077756566569914598150559394349459723738136072976803931563167255927859,YES,27°C,highest-temperature-in-beijing-on-june-23-2026,11,4,109.176929,109.167366,0.9999124082341609,0.06546290562908212,0.07642593483477471,0.010963029205692587,29949,-6510,True,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-23,0xa4b07d1006db35f88a1d6a5bcaafd97a05ce8be67c7d1dde393fa43614a4b433,110617789731733014939108713396275859509099466806185742989037938749075540523601,YES,33°C,highest-temperature-in-beijing-on-june-23-2026,1,0,80.14,0,0.0,0.012160843523833292,,,,,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-23,0xaab17c7a1c23d89d14a008b98147f0066da82c8331aacac67ab7f21cd055ff47,9141840255958173343116593294089168175339790111449062323566757868794430921671,NO,30°C,highest-temperature-in-beijing-on-june-23-2026,2,8,55.18,55.176755,0.9999411924610366,0.7200289960130483,0.7495148636414012,0.029485867628352924,13529,11819,False,0
0x7c63520c2ca9b336af0c205b9ccf68217bb393d4,2026-06-23,0xd543cbba4951769091e2bff333c0ae5955a4c29a27d9f642d553e3c055f8ce42,86271957324148664092606609641121481635508602286594987490333793068409111168986,NO,29°C,highest-temperature-in-beijing-on-june-23-2026,3,10,62.54,62.54,1.0,0.7074912056283978,0.7335785097537576,0.026087304125359756,36522,24844,False,0
