buy_fill_count,sell_fill_count,asset_count,both_buy_sell_assets,matched_buy_then_sell_assets,repeated_buy_sell_assets,buy_sell_transitions,sell_buy_transitions,same_hour_two_way_asset_hours,short_hold_assets,short_hold_ratio,sell_then_rebuy_assets,sell_then_rebuy_ratio,sell_then_rebuy_ratio_decimal,median_hold_seconds,average_fills_per_calendar_day,average_fills_per_market_weather_day,average_fills_per_requested_day,average_fills_per_active_day,active_days,maker_taker,buy_fill_share,sell_to_buy_fill_ratio,repeated_asset_share,same_hour_two_way,short_hold_ratio_decimal,market_maker_like_activity,style_label
4554,2638,503,370,370,291,570,227,90,138,37.2972972972973,146,39.45945945945946,0.3945945945945946,35053.5,74.91666666666667,74.91666666666667,74.91666666666667,82.66666666666667,87,,0.6332035595105673,0.5792709705753184,0.5785288270377733,90,0.372972972972973,False,ACTIVE_REBALANCER
6189,83,537,41,41,15,41,1,1,5,12.195121951219512,1,2.4390243902439024,0.024390243902439025,138618,65.33333333333333,65.33333333333333,65.33333333333333,70.47191011235955,89,,0.986766581632653,0.013410890289222814,0.027932960893854747,1,0.12195121951219512,False,BUY_DOMINANT_ACCUMULATOR
