wallet,canonical_city,weather_date,category,yes_bucket_count,no_bucket_count,adjacent_yes,non_adjacent_yes,same_bucket_both_sides,cross_bucket_yes_no,main_yes_bucket,main_yes_usd_share,yes_buy_usd,no_buy_usd,all_buy_usd
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-23,MULTI_YES_ONLY,5,0,True,True,False,False,27°C,37.485243114024,330.380509,0,330.380509
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-24,MULTI_YES_ONLY,6,0,True,True,False,False,32°C,57.52991300659217,270.534407,0,270.534407
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-25,MULTI_YES_ONLY,5,0,True,True,False,False,33°C,63.654254444850835,182.717999,0,182.717999
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-26,MULTI_YES_ONLY,4,0,True,True,False,False,34°C,84.19668074691262,286.628279,0,286.628279
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-27,MULTI_YES_ONLY,3,0,True,True,False,False,35°C,61.48961699607541,117.525767,0,117.525767
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-28,MULTI_YES_ONLY,3,0,True,True,False,False,35°C,65.66914472589009,199.31458,0,199.31458
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-29,MULTI_YES_PLUS_NO,3,2,True,True,True,True,35°C,83.5845163664142,101.700805,66.79471000000001,168.495515
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-30,MULTI_YES_PLUS_NO,2,1,True,False,False,True,36°C,65.4805887025091,414.136098,92.02344,506.159538
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-07-31,MULTI_YES_ONLY,3,0,True,True,False,False,32°C,44.60412421126528,270.147703,0,270.147703
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-08-01,MULTI_YES_ONLY,3,0,True,True,False,False,34°C,40.92442445325864,173.075387,0,173.075387
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-08-02,MULTI_YES_ONLY,3,0,True,True,False,False,35°C,76.53242917145785,137.627568,0,137.627568
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-08-03,MULTI_YES_PLUS_NO,3,1,True,True,True,True,35°C,70.11689684687,131.15666,1.219,132.37566
0x8fbd7cf5f806f563080864694415829f7229a959,beijing,2026-08-04,MULTI_YES_ONLY,4,0,True,True,False,False,34°C,31.43127876878966,171.003892,0,171.003892
