rule_id,rule_family,rule_description,split,price_scenario,haircut,group_type,group,positions,events,cities,price_bins,buy_usd,net_pnl,roi_on_buy_usd,win_rate,median_pnl,median_roi,max_single_loss,top1_profit_share_of_net,top5_profit_share_of_net,top10_profit_share_of_net,leave_top1_out_net_pnl,leave_top5_out_net_pnl,weather_date_sequence_drawdown,delta_vs_hold_pnl,saved_loser_to_profit_count,roundtrip_2x_loss_improved_count,roundtrip_2x_loss_saved_to_profit_count,premature_correct_sell_loss_count,premature_correct_sell_loss_usd,max_city_abs_pnl_share,max_price_bin_abs_pnl_share
ladder_1_5x25_2x25_3x25_hold,ladder_take_profit,1.5x卖25%，2x再卖25%，3x再卖25%，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,6659.72803473906,0.406764756641627,0.3727454909819639,-1.7679619375,-0.2658688305618443,-151.66365673479598,0.08943745525905143,0.39180098335229885,0.6707032560108879,6064.098906594634,4050.4400418694236,925.7344469729555,49.748047089406654,257,541,257,115,6715.258404564922,0.11720807033393045,0.31392723912552867
recover_principal_keep_free,principal_recovery,首次可收回累计本金时卖出足够份额，剩余作为免费仓位持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,2391.103562456302,0.14604450115890863,0.13326653306613226,-8.881784197001252e-16,-1.5151271258352763e-16,-314.4523000016,0.2957707525193609,1.1518919444325548,1.9217587403315288,1683.8850624368768,-363.18936944109646,1491.9595772842806,-4218.876425193351,19,426,10,115,11210.670269051423,0.16621940792737655,0.475974090794742
recover_principal_keep_free,principal_recovery,首次可收回累计本金时卖出足够份额，剩余作为免费仓位持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,3496.981037407024,0.21358959904088431,0.13827655310621242,-2.6645352591003757e-15,-1.8224835095036352e-16,-314.4523000016,0.22274782358523051,0.8353312301567081,1.3925506179839975,2718.0361222057877,575.8435655951334,1252.2944943236116,-3112.9989502426292,23,494,12,115,10336.85039916424,0.14102170477084935,0.4675233544730852
recover_principal_keep_free,principal_recovery,首次可收回累计本金时卖出足够份额，剩余作为免费仓位持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,4652.214220205054,0.2841492588368995,0.13627254509018036,-0.017099999999999893,-0.00411199897850918,-314.4523000016,0.1675385867436178,0.6359491084018177,1.069816215627978,3872.788824523337,1693.642734771392,1123.7642638390844,-1957.7657674445998,21,557,13,115,9174.745017790943,0.13591813611715856,0.3956203402629668
tp_1_5x_sell_100pct,single_take_profit,1.5x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,3346.858856875254,0.20442039394542302,0.503006012024048,0.023354000000000007,0.030423548976215933,-168.41334300134858,0.21128348408442665,0.7595199566900138,1.2357580818806435,2639.722856855829,804.8527628537718,1148.8292039088665,-3263.121130774399,387,406,285,113,12428.1224307016,0.13877927365942527,0.49972042225560687
tp_1_5x_sell_100pct,single_take_profit,1.5x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,4696.218715049954,0.28683697784634776,0.5511022044088176,1.086421003156,0.4394903022290545,-168.41334300134858,0.15058412798218723,0.5423884521942218,0.8903767639554941,3989.0427150305286,2149.043915028472,1039.2794926617664,-1913.7612725996992,435,474,332,115,12228.4509509363,0.14001487959728573,0.41944768199025767
tp_1_5x_sell_100pct,single_take_profit,1.5x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,6524.821571687653,0.3985249014514085,0.5891783567134269,2.0664094994255002,0.5083466351866165,-147.5248999936,0.10837553061800045,0.38939004509273145,0.6500397741100111,5817.690571668228,3984.1210056661707,623.1361004206365,-85.15841596199981,473,541,375,115,11912.7285345725,0.14377468132095791,0.3445224737620349
tp_1_5x_sell_25pct,single_take_profit,1.5x触发后卖出25%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,5794.199704956054,0.3538997719764667,0.13627254509018036,-4.722699502579071,-0.742394112755946,-213.41036000620798,0.12416102734441346,0.5498647371938398,0.9774282758250534,5074.785916950013,2608.1736069417693,1159.2813753191786,-815.7802826935991,21,406,21,113,3107.030607675399,0.1096535621836474,0.3216054893983595
tp_1_5x_sell_25pct,single_take_profit,1.5x触发后卖出25%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,6131.539669499729,0.3745039179516979,0.13627254509018036,-4.575084,-0.6401274244427364,-212.73640500620797,0.11737446225553981,0.5198478588901227,0.9239035536221902,5411.853497993688,2944.071900610444,1150.7191026479277,-478.44031814992405,21,474,21,115,3057.112737734074,0.10997398984475441,0.31828897813836654
tp_1_5x_sell_25pct,single_take_profit,1.5x触发后卖出25%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,6588.690383659154,0.4024258988529631,0.1432865731462926,-4.3771174988591195,-0.6215681365821748,-198.58335000620798,0.1092718754536768,0.4836182942617879,0.8595751914974508,5868.731828653113,3402.279178894869,1057.7267675535027,-21.289603990498986,28,541,28,115,2978.182133643124,0.11527613037981663,0.30782944090128406
