event_key,weather_date,city,weather_metric,station_status,condition_id,event_slug,slug,asset,outcome,temperature_bucket,bucket_kind,bucket_low,bucket_high,unit,timestamp_epoch,public_trade_time_utc,public_trade_time_cst,relative_phase,half_hour_bin,side,price,shares,trade_usd,trade_usd_source,transaction_hash,source_repository_trade,source_repository_activity,source_current_public_api,source_row_number,activity_match_status,previous_same_bucket_buy_price,price_change_vs_previous_buy,price_add_class,pretrade_average_cost,price_change_vs_average_cost,average_cost_add_class,outcome_previous_buy_price,outcome_price_add_class,outcome_pretrade_average_cost,outcome_average_cost_add_class,no_price,price_decimal,price_cents,implied_yes_equivalent_price,implied_yes_equivalent_note,price_band
2026-04-17__beijing__high,2026-04-17,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe8f115451f2286a7184c07d4c25abe402de2ff9e2671e1d0132ddffa18ae737f,highest-temperature-in-beijing-on-april-17-2026,highest-temperature-in-beijing-on-april-17-2026-22c,7328057259970162614349489064923128908712327544826427788548166345001982631804,No,22°C,exact,22.0,22.0,C,1776411366,2026-04-17T07:36:06+00:00,2026-04-17T15:36:06+08:00,D0_1500_1600,15:30—16:00,BUY,0.1,22.64188,2.264188,activity_usdcSize,0x9abb57345dac650e418b68e796a31ffcb99fc4a528fd289d5e235bad00f3573c,True,True,True,weather_trades_normalized.csv:6896|api_trades:10083|activity.csv:7467|api_activity:7466,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.17546696854532223,-0.07546696854532223,BELOW_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.17546696854532223,BELOW_AVERAGE_COST_ADD,0.1,0.1,10.0,0.9,"descriptive binary complement only; excludes spread, fees, and depth",10—15美分
2026-04-17__beijing__high,2026-04-17,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe8f115451f2286a7184c07d4c25abe402de2ff9e2671e1d0132ddffa18ae737f,highest-temperature-in-beijing-on-april-17-2026,highest-temperature-in-beijing-on-april-17-2026-22c,7328057259970162614349489064923128908712327544826427788548166345001982631804,No,22°C,exact,22.0,22.0,C,1776411382,2026-04-17T07:36:22+00:00,2026-04-17T15:36:22+08:00,D0_1500_1600,15:30—16:00,BUY,0.1,25.0,2.5,activity_usdcSize,0x23a31044a3f57f57ed2e4329b12f569fc114b7c501efef8035a1289713587707,True,True,True,weather_trades_normalized.csv:6898|api_trades:10081|activity.csv:7469|api_activity:7468,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.16378839503668466,-0.06378839503668465,BELOW_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.16378839503668466,BELOW_AVERAGE_COST_ADD,0.1,0.1,10.0,0.9,"descriptive binary complement only; excludes spread, fees, and depth",10—15美分
2026-04-17__beijing__high,2026-04-17,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe8f115451f2286a7184c07d4c25abe402de2ff9e2671e1d0132ddffa18ae737f,highest-temperature-in-beijing-on-april-17-2026,highest-temperature-in-beijing-on-april-17-2026-22c,7328057259970162614349489064923128908712327544826427788548166345001982631804,No,22°C,exact,22.0,22.0,C,1776411382,2026-04-17T07:36:22+00:00,2026-04-17T15:36:22+08:00,D0_1500_1600,15:30—16:00,BUY,0.1,13.0,1.3,activity_usdcSize,0x40341f90ec42c4a038a8a97ff1c7ea067acc8303e6820e849032de7339b174df,True,True,True,weather_trades_normalized.csv:6899|api_trades:10080|activity.csv:7470|api_activity:7469,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.154479584253001,-0.05447958425300101,BELOW_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.154479584253001,BELOW_AVERAGE_COST_ADD,0.1,0.1,10.0,0.9,"descriptive binary complement only; excludes spread, fees, and depth",10—15美分
2026-04-17__beijing__high,2026-04-17,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe8f115451f2286a7184c07d4c25abe402de2ff9e2671e1d0132ddffa18ae737f,highest-temperature-in-beijing-on-april-17-2026,highest-temperature-in-beijing-on-april-17-2026-22c,7328057259970162614349489064923128908712327544826427788548166345001982631804,No,22°C,exact,22.0,22.0,C,1776411414,2026-04-17T07:36:54+00:00,2026-04-17T15:36:54+08:00,D0_1500_1600,15:30—16:00,BUY,0.1,75.0,7.5,activity_usdcSize,0x483a2e39ac6709285fb27f55f129cf1ef25a0f78c619644d42fe9888c3c1cd35,True,True,True,weather_trades_normalized.csv:6901|api_trades:10078|activity.csv:7472|api_activity:7471,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.15063699637809566,-0.050636996378095656,BELOW_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.15063699637809566,BELOW_AVERAGE_COST_ADD,0.1,0.1,10.0,0.9,"descriptive binary complement only; excludes spread, fees, and depth",10—15美分
2026-04-17__beijing__high,2026-04-17,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe8f115451f2286a7184c07d4c25abe402de2ff9e2671e1d0132ddffa18ae737f,highest-temperature-in-beijing-on-april-17-2026,highest-temperature-in-beijing-on-april-17-2026-22c,7328057259970162614349489064923128908712327544826427788548166345001982631804,No,22°C,exact,22.0,22.0,C,1776413678,2026-04-17T08:14:38+00:00,2026-04-17T16:14:38+08:00,D0_1600_1800,16:00—16:30,BUY,0.03,100.0,3.0,activity_usdcSize,0xd8c883519fbfae2b8a60b8d3f3906bf46409ba1d868270989e565f0c5310dcd5,True,True,True,weather_trades_normalized.csv:6914|api_trades:10074|activity.csv:7485|api_activity:7484,EXACT_SIZE_MATCH,0.1,-0.07,PRICE_DOWN_ADD,0.13599140926362496,-0.10599140926362496,BELOW_AVERAGE_COST_ADD,0.1,PRICE_DOWN_ADD,0.13599140926362496,BELOW_AVERAGE_COST_ADD,0.03,0.03,3.0,0.97,"descriptive binary complement only; excludes spread, fees, and depth",2—5美分
2026-04-17__beijing__high,2026-04-17,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe8f115451f2286a7184c07d4c25abe402de2ff9e2671e1d0132ddffa18ae737f,highest-temperature-in-beijing-on-april-17-2026,highest-temperature-in-beijing-on-april-17-2026-22c,7328057259970162614349489064923128908712327544826427788548166345001982631804,No,22°C,exact,22.0,22.0,C,1776413848,2026-04-17T08:17:28+00:00,2026-04-17T16:17:28+08:00,D0_1600_1800,16:00—16:30,BUY,0.0170000006,11.497529,0.195458,activity_usdcSize,0xf3465ef676d64d3fdfe0beebfaf3f54e72d8cf7c125d3fd995180cadbc386c27,True,True,True,weather_trades_normalized.csv:6917|api_trades:10071|activity.csv:7488|api_activity:7487,EXACT_SIZE_MATCH,0.03,-0.0129999994,PRICE_DOWN_ADD,0.10649296650030055,-0.08949296590030055,BELOW_AVERAGE_COST_ADD,0.03,PRICE_DOWN_ADD,0.10649296650030055,BELOW_AVERAGE_COST_ADD,0.0170000006,0.0170000006,1.7000000599999998,0.9829999994,"descriptive binary complement only; excludes spread, fees, and depth",1—2美分
2026-04-19__beijing__high,2026-04-19,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xd4fd826f21b72bd6281a4c49577bde6308af9b7394cfb43c11f2f76b7f8daf6e,highest-temperature-in-beijing-on-april-19-2026,highest-temperature-in-beijing-on-april-19-2026-23c,77941911578243339983721626949024980984024399472524787721427670127195022908524,No,23°C,exact,23.0,23.0,C,1776578622,2026-04-19T06:03:42+00:00,2026-04-19T14:03:42+08:00,D0_1400_1500,14:00—14:30,BUY,0.002,3.006,0.006012,activity_usdcSize,0x6bb0e252c50f4f67f9e07bf90ed0d51ee67332574957b52adc6b0e060296a2cd,True,True,True,weather_trades_normalized.csv:7270|api_trades:9779|activity.csv:7851|api_activity:7850,EXACT_SIZE_MATCH,,,,,,,,,,,0.002,0.002,0.2,0.998,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-19__beijing__high,2026-04-19,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xd4fd826f21b72bd6281a4c49577bde6308af9b7394cfb43c11f2f76b7f8daf6e,highest-temperature-in-beijing-on-april-19-2026,highest-temperature-in-beijing-on-april-19-2026-23c,77941911578243339983721626949024980984024399472524787721427670127195022908524,No,23°C,exact,23.0,23.0,C,1776578730,2026-04-19T06:05:30+00:00,2026-04-19T14:05:30+08:00,D0_1400_1500,14:00—14:30,BUY,0.002,27.1,0.0542,activity_usdcSize,0x43c8cd491c113ead28b3c0e9cf8e3f174c6a1b7e475ebe682f97d274ee70197f,True,True,True,weather_trades_normalized.csv:7271|api_trades:9778|activity.csv:7852|api_activity:7851,EXACT_SIZE_MATCH,0.002,0.0,PRICE_FLAT_ADD,0.002,0.0,NEAR_AVERAGE_COST_ADD,0.002,PRICE_FLAT_ADD,0.002,NEAR_AVERAGE_COST_ADD,0.002,0.002,0.2,0.998,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-19__beijing__high,2026-04-19,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xd4fd826f21b72bd6281a4c49577bde6308af9b7394cfb43c11f2f76b7f8daf6e,highest-temperature-in-beijing-on-april-19-2026,highest-temperature-in-beijing-on-april-19-2026-23c,77941911578243339983721626949024980984024399472524787721427670127195022908524,No,23°C,exact,23.0,23.0,C,1776578824,2026-04-19T06:07:04+00:00,2026-04-19T14:07:04+08:00,D0_1400_1500,14:00—14:30,BUY,0.002,124.73,0.24946,activity_usdcSize,0xae8d3a57bbc42bb3f19314ead763f4dcd1cbdce72f7afa834b0998957cf69340,True,True,True,weather_trades_normalized.csv:7272|api_trades:9777|activity.csv:7853|api_activity:7852,EXACT_SIZE_MATCH,0.002,0.0,PRICE_FLAT_ADD,0.002,0.0,NEAR_AVERAGE_COST_ADD,0.002,PRICE_FLAT_ADD,0.002,NEAR_AVERAGE_COST_ADD,0.002,0.002,0.2,0.998,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-19__beijing__high,2026-04-19,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xd4fd826f21b72bd6281a4c49577bde6308af9b7394cfb43c11f2f76b7f8daf6e,highest-temperature-in-beijing-on-april-19-2026,highest-temperature-in-beijing-on-april-19-2026-23c,77941911578243339983721626949024980984024399472524787721427670127195022908524,No,23°C,exact,23.0,23.0,C,1776579028,2026-04-19T06:10:28+00:00,2026-04-19T14:10:28+08:00,D0_1400_1500,14:00—14:30,BUY,0.002,4.8,0.0096,activity_usdcSize,0x1f8d9b7f0e5c93dc4bfd5b97ed34ea7f2fae43f708e389049635779c0df5d7ce,True,True,True,weather_trades_normalized.csv:7273|api_trades:9776|activity.csv:7854|api_activity:7853,EXACT_SIZE_MATCH,0.002,0.0,PRICE_FLAT_ADD,0.002,0.0,NEAR_AVERAGE_COST_ADD,0.002,PRICE_FLAT_ADD,0.002,NEAR_AVERAGE_COST_ADD,0.002,0.002,0.2,0.998,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x91d2337116cfecd9c9486dbe408a6d97132efabd0787ccbf3c543490dbbfaf11,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-23c,16654736073563645020026228732059786317697215575254571206354075947795116133605,No,23°C,exact,23.0,23.0,C,1776665482,2026-04-20T06:11:22+00:00,2026-04-20T14:11:22+08:00,D0_1400_1500,14:00—14:30,BUY,0.31,5.0,1.55,activity_usdcSize,0x784c76372b80bf0ce54f3e3dd098943a4664d994973b764472bfcb84506b662a,True,True,True,weather_trades_normalized.csv:7468|api_trades:9609|activity.csv:8050|api_activity:8049,EXACT_SIZE_MATCH,,,,,,,,,,,0.31,0.31,31.0,0.69,"descriptive binary complement only; excludes spread, fees, and depth",30—40美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x91d2337116cfecd9c9486dbe408a6d97132efabd0787ccbf3c543490dbbfaf11,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-23c,16654736073563645020026228732059786317697215575254571206354075947795116133605,No,23°C,exact,23.0,23.0,C,1776665490,2026-04-20T06:11:30+00:00,2026-04-20T14:11:30+08:00,D0_1400_1500,14:00—14:30,BUY,0.31,45.0,13.95,activity_usdcSize,0xb161feabd329b84c42b3a0e362ff312e062b3555a47747a2dcb0fc427438e535,True,True,True,weather_trades_normalized.csv:7469|api_trades:9608|activity.csv:8051|api_activity:8050,EXACT_SIZE_MATCH,0.31,0.0,PRICE_FLAT_ADD,0.31,0.0,NEAR_AVERAGE_COST_ADD,0.31,PRICE_FLAT_ADD,0.31,NEAR_AVERAGE_COST_ADD,0.31,0.31,31.0,0.69,"descriptive binary complement only; excludes spread, fees, and depth",30—40美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x0a06d3ef3de34d9deffd96e9690697a9074441bd84f456b4a94824220c587af9,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-24c,96371536502267686537301726698808525574282418782014503838910425283859268243999,No,24°C,exact,24.0,24.0,C,1776673740,2026-04-20T08:29:00+00:00,2026-04-20T16:29:00+08:00,D0_1600_1800,16:00—16:30,BUY,0.0140000003,29.545785,0.413641,activity_usdcSize,0x51f9c811c0fe4427d786cc4160a55d1c8503dd4cad82cb4031ee773fe06ab7a2,True,True,True,weather_trades_normalized.csv:7483|api_trades:9595|activity.csv:8066|api_activity:8064,EXACT_SIZE_MATCH,0.28,-0.26599999970000004,PRICE_DOWN_ADD,0.30172413793103453,-0.28772413763103455,BELOW_AVERAGE_COST_ADD,,,,,0.0140000003,0.0140000003,1.4000000300000002,0.9859999997,"descriptive binary complement only; excludes spread, fees, and depth",1—2美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x0a06d3ef3de34d9deffd96e9690697a9074441bd84f456b4a94824220c587af9,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-24c,96371536502267686537301726698808525574282418782014503838910425283859268243999,No,24°C,exact,24.0,24.0,C,1776673740,2026-04-20T08:29:00+00:00,2026-04-20T16:29:00+08:00,D0_1600_1800,16:00—16:30,BUY,0.02,50.0,1.0,activity_usdcSize,0x51f9c811c0fe4427d786cc4160a55d1c8503dd4cad82cb4031ee773fe06ab7a2,True,True,True,weather_trades_normalized.csv:7484|api_trades:9596|activity.csv:8065|api_activity:8065,EXACT_SIZE_MATCH,0.0140000003,0.0059999997,PRICE_FLAT_ADD,0.11835861689783547,-0.09835861689783547,BELOW_AVERAGE_COST_ADD,0.0140000003,PRICE_FLAT_ADD,0.014000000338457753,NEAR_AVERAGE_COST_ADD,0.02,0.02,2.0,0.98,"descriptive binary complement only; excludes spread, fees, and depth",2—5美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x0a06d3ef3de34d9deffd96e9690697a9074441bd84f456b4a94824220c587af9,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-24c,96371536502267686537301726698808525574282418782014503838910425283859268243999,No,24°C,exact,24.0,24.0,C,1776673900,2026-04-20T08:31:40+00:00,2026-04-20T16:31:40+08:00,D0_1600_1800,16:30—17:00,BUY,0.0140000002,79.732642,1.116257,activity_usdcSize,0x6db8d415580f5cfe680280a4ed853759f7440f3aa011178764603cf5ac240c6b,True,True,True,weather_trades_normalized.csv:7485|api_trades:9594|activity.csv:8067|api_activity:8066,EXACT_SIZE_MATCH,0.02,-0.005999999800000001,PRICE_FLAT_ADD,0.06732216600373522,-0.05332216580373522,BELOW_AVERAGE_COST_ADD,0.02,PRICE_FLAT_ADD,0.017771413029615584,NEAR_AVERAGE_COST_ADD,0.0140000002,0.0140000002,1.40000002,0.9859999998,"descriptive binary complement only; excludes spread, fees, and depth",1—2美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x0a06d3ef3de34d9deffd96e9690697a9074441bd84f456b4a94824220c587af9,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-24c,96371536502267686537301726698808525574282418782014503838910425283859268243999,No,24°C,exact,24.0,24.0,C,1776673964,2026-04-20T08:32:44+00:00,2026-04-20T16:32:44+08:00,D0_1600_1800,16:30—17:00,BUY,0.014,20.0,0.28,activity_usdcSize,0x963749453a568fff0466e99af7e5d50ef3aa7b0066d3dbce6c2200c662bc4ad9,True,True,True,weather_trades_normalized.csv:7486|api_trades:9593|activity.csv:8068|api_activity:8067,EXACT_SIZE_MATCH,0.0140000002,-1.9999999920083944e-10,PRICE_FLAT_ADD,0.043178684095197525,-0.029178684095197527,BELOW_AVERAGE_COST_ADD,0.0140000002,PRICE_FLAT_ADD,0.015883494379311018,NEAR_AVERAGE_COST_ADD,0.014,0.014,1.4000000000000001,0.986,"descriptive binary complement only; excludes spread, fees, and depth",1—2美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x0a06d3ef3de34d9deffd96e9690697a9074441bd84f456b4a94824220c587af9,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-24c,96371536502267686537301726698808525574282418782014503838910425283859268243999,No,24°C,exact,24.0,24.0,C,1776676140,2026-04-20T09:09:00+00:00,2026-04-20T17:09:00+08:00,D0_1600_1800,17:00—17:30,BUY,0.0076839945,138.27696,1.17957,activity_usdcSize,0x23a7663f773997ca555deac827b92fab48ca233d24cbecf8add3f1238e7c25cd,True,True,True,weather_trades_normalized.csv:7491|api_trades:9588|activity.csv:8073|api_activity:8072,NEAREST_SIZE_MATCH,0.014,-0.0063160055,PRICE_FLAT_ADD,0.0402026913784882,-0.0325186968784882,BELOW_AVERAGE_COST_ADD,0.014,PRICE_FLAT_ADD,0.015673374911974215,NEAR_AVERAGE_COST_ADD,0.0076839945,0.0076839945,0.76839945,0.9923160055,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-20__beijing__high,2026-04-20,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x0a06d3ef3de34d9deffd96e9690697a9074441bd84f456b4a94824220c587af9,highest-temperature-in-beijing-on-april-20-2026,highest-temperature-in-beijing-on-april-20-2026-24c,96371536502267686537301726698808525574282418782014503838910425283859268243999,No,24°C,exact,24.0,24.0,C,1776677990,2026-04-20T09:39:50+00:00,2026-04-20T17:39:50+08:00,D0_1600_1800,17:30—18:00,BUY,0.003,4.38448,0.01461,activity_usdcSize,0x58d58e2e23dd81133880cf32bc031312e6dcf0718adcaff7fb61cf7c0b3b118d,True,True,True,weather_trades_normalized.csv:7497|api_trades:9582|activity.csv:8079|api_activity:8078,NEAREST_SIZE_MATCH,0.0076839945,-0.0046839945,PRICE_FLAT_ADD,0.02710484718329741,-0.02410484718329741,BELOW_AVERAGE_COST_ADD,0.0076839945,PRICE_FLAT_ADD,0.012563061951772213,NEAR_AVERAGE_COST_ADD,0.003,0.003,0.3,0.997,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-28__beijing__high,2026-04-28,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x069f71e8b493779dcef9a75c4c086a1f05290eaefb4e77e084a831b1c804ff3d,highest-temperature-in-beijing-on-april-28-2026,highest-temperature-in-beijing-on-april-28-2026-21c,103837178602823233618845163724342869387234319905725653970853108798313920391883,No,21°C,exact,21.0,21.0,C,1777359048,2026-04-28T06:50:48+00:00,2026-04-28T14:50:48+08:00,D0_1400_1500,14:30—15:00,BUY,0.15,22.42,3.363,activity_usdcSize,0xcb097173b4c0b7bed9bc5a8cb58943c77b73063f28379937af4e70e197e62ce2,True,True,True,weather_trades_normalized.csv:8642|api_trades:8644|activity.csv:9611|api_activity:9610,EXACT_SIZE_MATCH,,,,,,,,,,,0.15,0.15,15.0,0.85,"descriptive binary complement only; excludes spread, fees, and depth",15—20美分
2026-04-28__beijing__high,2026-04-28,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x069f71e8b493779dcef9a75c4c086a1f05290eaefb4e77e084a831b1c804ff3d,highest-temperature-in-beijing-on-april-28-2026,highest-temperature-in-beijing-on-april-28-2026-21c,103837178602823233618845163724342869387234319905725653970853108798313920391883,No,21°C,exact,21.0,21.0,C,1777359386,2026-04-28T06:56:26+00:00,2026-04-28T14:56:26+08:00,D0_1400_1500,14:30—15:00,BUY,0.15,8.0,1.2,activity_usdcSize,0xc43cffc560ad172e750027385704c912ac15e2cde9f892da5edd6dd558804666,True,True,True,weather_trades_normalized.csv:8643|api_trades:8643|activity.csv:9612|api_activity:9611,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.15,0.0,NEAR_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.15,NEAR_AVERAGE_COST_ADD,0.15,0.15,15.0,0.85,"descriptive binary complement only; excludes spread, fees, and depth",15—20美分
2026-04-28__beijing__high,2026-04-28,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x069f71e8b493779dcef9a75c4c086a1f05290eaefb4e77e084a831b1c804ff3d,highest-temperature-in-beijing-on-april-28-2026,highest-temperature-in-beijing-on-april-28-2026-21c,103837178602823233618845163724342869387234319905725653970853108798313920391883,No,21°C,exact,21.0,21.0,C,1777359396,2026-04-28T06:56:36+00:00,2026-04-28T14:56:36+08:00,D0_1400_1500,14:30—15:00,BUY,0.15,69.58,10.437,activity_usdcSize,0x2e4a658b2d511a2f4538cedc41bc3294a2cd9cdd765c126e874086b4f8a0d273,True,True,True,weather_trades_normalized.csv:8644|api_trades:8642|activity.csv:9613|api_activity:9612,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.15,0.0,NEAR_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.15,NEAR_AVERAGE_COST_ADD,0.15,0.15,15.0,0.85,"descriptive binary complement only; excludes spread, fees, and depth",15—20美分
2026-04-28__beijing__high,2026-04-28,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x069f71e8b493779dcef9a75c4c086a1f05290eaefb4e77e084a831b1c804ff3d,highest-temperature-in-beijing-on-april-28-2026,highest-temperature-in-beijing-on-april-28-2026-21c,103837178602823233618845163724342869387234319905725653970853108798313920391883,No,21°C,exact,21.0,21.0,C,1777363786,2026-04-28T08:09:46+00:00,2026-04-28T16:09:46+08:00,D0_1600_1800,16:00—16:30,BUY,0.0588380556,69.6987,4.527,activity_usdcSize,0xcc9c37c8dd18cbfc51c9c51aa52c1c554b3bb1710ac216039ca4c60895fd9473,True,True,True,weather_trades_normalized.csv:8666|api_trades:8622|activity.csv:9635|api_activity:9634,NEAREST_SIZE_MATCH,0.15,-0.0911619444,PRICE_DOWN_ADD,0.15,-0.0911619444,BELOW_AVERAGE_COST_ADD,0.15,PRICE_DOWN_ADD,0.15,BELOW_AVERAGE_COST_ADD,0.0588380556,0.0588380556,5.88380556,0.9411619444,"descriptive binary complement only; excludes spread, fees, and depth",5—10美分
2026-04-30__beijing__high,2026-04-30,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xd4ea238559de5c9a8544765e05370ea71894e34a3156ce312d8e53b2d3d01f04,highest-temperature-in-beijing-on-april-30-2026,highest-temperature-in-beijing-on-april-30-2026-28c,57576466127913541905690645969644763956191510116524942620784737187691914310721,No,28°C,exact,28.0,28.0,C,1777538620,2026-04-30T08:43:40+00:00,2026-04-30T16:43:40+08:00,D0_1600_1800,16:30—17:00,BUY,0.004,35.83,0.15045,activity_usdcSize,0xb244b86784eae77bd0c8da8bba7558efbfbf70624bd34b75ab2f02e5eb45a4e3,True,True,True,weather_trades_normalized.csv:8790|api_trades:8509|activity.csv:9774|api_activity:9773,EXACT_SIZE_MATCH,,,,,,,,,,,0.004,0.004,0.4,0.996,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-30__beijing__high,2026-04-30,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xd4ea238559de5c9a8544765e05370ea71894e34a3156ce312d8e53b2d3d01f04,highest-temperature-in-beijing-on-april-30-2026,highest-temperature-in-beijing-on-april-30-2026-28c,57576466127913541905690645969644763956191510116524942620784737187691914310721,No,28°C,exact,28.0,28.0,C,1777538634,2026-04-30T08:43:54+00:00,2026-04-30T16:43:54+08:00,D0_1600_1800,16:30—17:00,BUY,0.0073,100.0,0.76623,activity_usdcSize,0x96726c2f3c13025e6d165097ffe73972904dfb5d739916880b29f050962516a3,True,True,True,weather_trades_normalized.csv:8791|api_trades:8508|activity.csv:9775|api_activity:9774,EXACT_SIZE_MATCH,0.004,0.0033,PRICE_FLAT_ADD,0.004198995255372593,0.0031010047446274067,NEAR_AVERAGE_COST_ADD,0.004,PRICE_FLAT_ADD,0.004198995255372593,NEAR_AVERAGE_COST_ADD,0.0073,0.0073,0.73,0.9927,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-04-30__beijing__high,2026-04-30,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xd4ea238559de5c9a8544765e05370ea71894e34a3156ce312d8e53b2d3d01f04,highest-temperature-in-beijing-on-april-30-2026,highest-temperature-in-beijing-on-april-30-2026-28c,57576466127913541905690645969644763956191510116524942620784737187691914310721,No,28°C,exact,28.0,28.0,C,1777539128,2026-04-30T08:52:08+00:00,2026-04-30T16:52:08+08:00,D0_1600_1800,16:30—17:00,BUY,0.007,137.34,1.00911,activity_usdcSize,0xfa95c8704d40a9bb0b2d8fd18a907315bf1c6bae6f7625672ef1963dd4e98e2f,True,True,True,weather_trades_normalized.csv:8793|api_trades:8506|activity.csv:9777|api_activity:9776,EXACT_SIZE_MATCH,0.0073,-0.0002999999999999999,PRICE_FLAT_ADD,0.00674873003018479,0.00025126996981521005,NEAR_AVERAGE_COST_ADD,0.0073,PRICE_FLAT_ADD,0.00674873003018479,NEAR_AVERAGE_COST_ADD,0.007,0.007,0.7000000000000001,0.993,"descriptive binary complement only; excludes spread, fees, and depth",0—1美分
2026-05-04__beijing__high,2026-05-04,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x76ce847af306166d9f5a3a5ce0e74c03cdc45ad54d8cf9b050023ef60eda1310,highest-temperature-in-beijing-on-may-4-2026,highest-temperature-in-beijing-on-may-4-2026-26c,111448005831755640274080066228614617726447982875487417831896083461119832584448,No,26°C,exact,26.0,26.0,C,1777880280,2026-05-04T07:38:00+00:00,2026-05-04T15:38:00+08:00,D0_1500_1600,15:30—16:00,BUY,0.07,38.0,2.78369,activity_usdcSize,0xfba15acbcb102c32f952d420b84eb88fb152aca6144b66db1e0c657d85db3acf,True,True,True,weather_trades_normalized.csv:9410|api_trades:8028|activity.csv:10409|api_activity:10408,EXACT_SIZE_MATCH,,,,,,,,,,,0.07,0.07,7.000000000000001,0.9299999999999999,"descriptive binary complement only; excludes spread, fees, and depth",5—10美分
2026-05-06__beijing__high,2026-05-06,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x24d62d1077bdb66197a9f611de5113dd34ea9617bdfa53eec9da6104d2dedc13,highest-temperature-in-beijing-on-may-6-2026,highest-temperature-in-beijing-on-may-6-2026-25c,95749054714414073507531390883840789669110001180396614377806362942946426286425,No,25°C,exact,25.0,25.0,C,1778041554,2026-05-06T04:25:54+00:00,2026-05-06T12:25:54+08:00,D0_1200_1300,12:00—12:30,BUY,0.5959037801,43.65,26.53675,activity_usdcSize,0x2b98337c15cd278e00fd52697cdd059300a1c89820f7a5282c02fcd9a593c1f5,True,True,True,weather_trades_normalized.csv:9753|api_trades:7736|activity.csv:10760|api_activity:10759,EXACT_SIZE_MATCH,,,,,,,,,,,0.5959037801,0.5959037801,59.59037801,0.4040962199,"descriptive binary complement only; excludes spread, fees, and depth",50—60美分
