event_key,weather_date,timestamp_cst,temperature_bucket,bucket_kind,outcome,price_decimal,price_cents,shares,trade_usd,event_total_yes_buy_usd,fill_share_of_event_yes_buy_usd,bucket_total_yes_buy_usd,bucket_share_of_event_yes_buy_usd,bucket_is_event_dominant_yes,is_event_dominant_yes_bucket,same_event_bought_other_yes_bucket,other_yes_buckets_in_event,same_event_bought_no,no_buys_present_in_event,transaction_hash,later_buy_same_yes_asset,bought_more_expensive_adjacent_yes,threshold_ge_30c,threshold_ge_40c,threshold_ge_50c,threshold_ge_55c,threshold_ge_60c,threshold_ge_70c,threshold_ge_80c,entry_timeline_status,strict_pnl_status,strict_event_pnl,entry_path_completeness,strict_pnl_available,strict_pnl,strict_pnl_note
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:08:22+08:00,25°C,exact,YES,0.049,4.9,46.95,2.30055,15.78222,0.145768466,9.29042,0.5886636988,true,true,true,"[""26°C"", ""24°C""]",true,true,0xb9d0786bd2a4b52143d14a5eb8ae090675b0e91ff91d132272e4b7d838dbbc82,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:09:40+08:00,26°C,exact,YES,0.005,0.5,5.0,0.025,15.78222,0.0015840611,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xa0f100b348c6d5b82262424bc9ee9a3ed630cd421469714b0ec422c092ea177e,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:09:40+08:00,26°C,exact,YES,0.005,0.5,5.0,0.025,15.78222,0.0015840611,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xae4feddc09719a0549967dacc14a8de2fafb9ca100693ecd90812f1fa73afab5,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:09:40+08:00,26°C,exact,YES,0.005,0.5,5.0,0.025,15.78222,0.0015840611,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xc35c8cf21c80ee1781dd82ed001a808d10796fa4402b2e0cfba18ba120eee3a0,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:09:40+08:00,26°C,exact,YES,0.005,0.5,5.0,0.025,15.78222,0.0015840611,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xc7d97edc84b22280c124a52884e8795fbb76f0727ea63e8267fe7f9d3c14f5c7,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:09:40+08:00,26°C,exact,YES,0.005,0.5,5.0,0.025,15.78222,0.0015840611,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xcb6f3d5fb680f65027073ac824a33319572b2414f3553f843794a55ad5003618,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:09:40+08:00,26°C,exact,YES,0.005,0.5,5.0,0.025,15.78222,0.0015840611,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xe4fc11ed8e3e46b4c798909c32f5c1872ff7b02f58474616bd441cc4b2213e79,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:11:56+08:00,26°C,exact,YES,0.005,0.5,20.0,0.1,15.78222,0.0063362442,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xf848b32deb845b409ae707e9d7a954673a9116901ff4e659c85f4f66847459eb,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:13:18+08:00,26°C,exact,YES,0.005,0.5,28.7,0.1435,15.78222,0.0090925104,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xbbc7ad549ace521fb0b0790f71bf940d61e67e1a5b2949ce73ec4b108d3562a8,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:13:28+08:00,26°C,exact,YES,0.005,0.5,5.0,0.025,15.78222,0.0015840611,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0xcbf064519bfbb7ec146e83b9055df0510448fa0afa5cde8306e9377217c33b56,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T14:14:04+08:00,26°C,exact,YES,0.005,0.5,199.94,0.9997,15.78222,0.0633434333,1.4182,0.0898606153,false,false,true,"[""25°C"", ""24°C""]",true,true,0x98bf4abaae877aec725af5a750c275653e6c24da5e57e99a8c3ad166e2eb84c8,false,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T17:09:24+08:00,25°C,exact,YES,0.003,0.3,59.38,0.17814,15.78222,0.0112873854,9.29042,0.5886636988,true,true,true,"[""26°C"", ""24°C""]",true,true,0x3279a104af74b58c57e05c7b5f20667e53bb1a3ead755efa7383b1b32730c6f1,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T17:10:24+08:00,25°C,exact,YES,0.005,0.5,360.14598,1.9997,15.78222,0.1267058753,9.29042,0.5886636988,true,true,true,"[""26°C"", ""24°C""]",true,true,0x3b4928bb40195f84c7e38077487b12b67f4a1dcddac479cdec212cb96cc67293,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-20__beijing__high,2026-04-20,2026-04-20T17:36:14+08:00,25°C,exact,YES,0.002,0.2,268.07056,0.59558,15.78222,0.0377374032,9.29042,0.5886636988,true,true,true,"[""26°C"", ""24°C""]",true,true,0x78488aaaa35086749660f32f415aec3e8de4fcae5a0e1bc139fbb1dd5eca7a01,false,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,AVAILABLE,32.981159,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,true,32.981159,event-level authoritative strict PnL; not attributed to this fill
2026-04-23__beijing__high,2026-04-23,2026-04-23T01:15:22+08:00,23°C,exact,YES,0.0199153775,1.99153775,225.65124,4.98223,13.975648,0.3564936667,6.98223,0.4995997323,false,false,true,"[""24°C""]",false,false,0xf8db598d750267915445774c161e5963edaed2a32cb7c870862b2f2ccdc5a1f5,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,false,,strict PnL unavailable
2026-04-23__beijing__high,2026-04-23,2026-04-23T14:24:40+08:00,23°C,exact,YES,0.005,0.5,270.0,1.35,13.975648,0.0965965943,6.98223,0.4995997323,false,false,true,"[""24°C""]",false,false,0x6d7f7346f0c18b8f859b134a001f28a4f16acc0711c318ac334a587374d6975c,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,false,,strict PnL unavailable
2026-04-23__beijing__high,2026-04-23,2026-04-23T14:24:52+08:00,23°C,exact,YES,0.005,0.5,130.0,0.65,13.975648,0.0465094713,6.98223,0.4995997323,false,false,true,"[""24°C""]",false,false,0x708ea57b090b0b50589b028091eea2a84084b59eea10e9aa528d17631a440c97,false,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,false,,strict PnL unavailable
2026-04-25__beijing__high,2026-04-25,2026-04-25T03:55:28+08:00,26°C,exact,YES,0.07,7.0,45.35,3.5,23.5,0.1489361702,3.5,0.1489361702,false,false,true,"[""29°C""]",false,false,0xf12d594886a80d159e7457f5995e4c6f7422d02dda38798bc39ec9c919011f6d,false,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_RECONCILIATION,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T02:39:28+08:00,24°C,exact,YES,0.08,8.0,40.86,3.6,14.22628,0.2530528009,7.6,0.5342225796,true,true,true,"[""25°C"", ""26°C"", ""27°C or higher""]",false,false,0xec4f442bd8bccf57e054f0237544af05eb4b4fe0ed84aac7e8e3f683f5ff9961,true,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T03:59:30+08:00,24°C,exact,YES,0.08,8.0,50.0,4.0,14.22628,0.2811697787,7.6,0.5342225796,true,true,true,"[""25°C"", ""26°C"", ""27°C or higher""]",false,false,0x6b16c50fc169e67f93bc2e9ce6d7c3e75f6fc756e54dbf22da1c8bcc44fe1838,false,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:46:58+08:00,25°C,exact,YES,0.007,0.7,2.23,0.01561,14.22628,0.0010972651,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0xa14465b053155a3dca260fe15b75a1052f0f7f6f3c374f5175963df08ef781a6,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:00+08:00,25°C,exact,YES,0.007,0.7,5.0,0.035,14.22628,0.0024602356,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x37c64b03142befe556be15a545a9a4704d4ee9b97d4d7e6ad7fbcdb7dae42f0d,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:00+08:00,25°C,exact,YES,0.007,0.7,5.0,0.035,14.22628,0.0024602356,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x6dc73ef49eb835bf75bcc7cc6f2711e31ed8d794dcfd2bfa064bf7f4ca81a7ae,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:00+08:00,25°C,exact,YES,0.007,0.7,2.77,0.01939,14.22628,0.0013629705,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x822b58e18e6a817d59cf25574348d30aeb45357ffa3568e5c19a515b5a201065,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:00+08:00,25°C,exact,YES,0.007,0.7,5.0,0.035,14.22628,0.0024602356,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x8e01eed798e0ec110e2ebc83f4ee6b9b957956785eb02e5523d965bcfd4e1ba1,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:00+08:00,25°C,exact,YES,0.007,0.7,2.23,0.01561,14.22628,0.0010972651,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0xb1ee1c03ee247d29972666a68e8bf40e979f2de9571aa513d05274096b829702,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:00+08:00,25°C,exact,YES,0.007,0.7,5.0,0.035,14.22628,0.0024602356,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0xb9bad9f10ad14b10abbf419be4fd1a7b724df694cfd7291fadf988cc8efac296,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:00+08:00,25°C,exact,YES,0.007,0.7,5.0,0.035,14.22628,0.0024602356,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0xc4ceb6d9cbe19d0c14dadb5179210f56e2a2105f3d55e29e0f4cf83ede361bcd,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:02+08:00,25°C,exact,YES,0.007,0.7,5.0,0.035,14.22628,0.0024602356,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0xe07c86cf7e2eee13fe683928b4231073c15bbe0b064e1213ad656a594d768fd6,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:06+08:00,25°C,exact,YES,0.007,0.7,5.0,0.035,14.22628,0.0024602356,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x009f85de42679998f16703fd7f00c6300b762ea11b2d376ec79dd0883358c380,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:47:06+08:00,25°C,exact,YES,0.007,0.7,2.77,0.01939,14.22628,0.0013629705,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0xd4dbfd39b8c46f9956471ae80508f1e6fd9a2b91ed042ecea53d99624945a6aa,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:48:00+08:00,25°C,exact,YES,0.007,0.7,10.0,0.07,14.22628,0.0049204711,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0xc87ac6fdfab6b2e24b8ed2ca90792dc43dd7f755a65662812fd81362257246f9,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:49:30+08:00,25°C,exact,YES,0.044,4.4,25.05188,1.2188,14.22628,0.0856724316,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x9f4582644fe3484005080ecf5fa7fc0c73ae3d888a6b284301ce5cfcda633ca0,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:52:12+08:00,25°C,exact,YES,0.017,1.7,12.6,0.2142,14.22628,0.0150566417,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x4c1a0cfd2087d30ea7576e946a4b95ac6744c7f07ef38039fca3c02c89f574d0,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:52:12+08:00,25°C,exact,YES,0.017,1.7,5.0,0.085,14.22628,0.0059748578,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x4fadb7172c8e70437a3efa76c6d9998bcadae1e6682184fa860d70f8fd6dc6c6,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:52:12+08:00,25°C,exact,YES,0.017,1.7,5.0,0.085,14.22628,0.0059748578,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x61d662107fbaf7191d456ac93dac7fbb4082756889b330f629f3ce1733b4139a,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T13:53:12+08:00,25°C,exact,YES,0.017,1.7,77.4,1.3158,14.22628,0.0924907987,3.3038,0.2322321788,false,false,true,"[""24°C"", ""26°C"", ""27°C or higher""]",false,false,0x1a9749c5726983775a2a6f4252b60bfc93097da689b09ebbe49734968d74f269,false,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T14:00:00+08:00,26°C,exact,YES,0.01,1.0,34.54434,0.3834,14.22628,0.0269501233,1.56248,0.109830539,false,false,true,"[""24°C"", ""25°C"", ""27°C or higher""]",false,false,0x9fd5c00331ca6425d01c28b4ccd64b4ba5bf35bbb5bb57b7e3a36348752a693e,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T14:00:08+08:00,26°C,exact,YES,0.0116062605,1.16062605,91.54892,1.17908,14.22628,0.0828804157,1.56248,0.109830539,false,false,true,"[""24°C"", ""25°C"", ""27°C or higher""]",false,false,0x0ec13fa5417fcc871a86902883ffff5de0f459499255da02aaa1c39282397e6c,false,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-27__beijing__high,2026-04-27,2026-04-27T15:32:30+08:00,27°C or higher,above,YES,0.0048219178,0.48219178,328.67602,1.76,14.22628,0.1237147026,1.76,0.1237147026,false,false,true,"[""24°C"", ""25°C"", ""26°C""]",false,false,0xc1ed74d3ca7e6840bae1b65720ec18148e01c870d1e60a0fdf1dd53b50ac3b30,false,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,UNAVAILABLE,,ENTRY_TIMELINE_PARTIAL_UNMATCHED_SELL,false,,strict PnL unavailable
2026-04-28__beijing__high,2026-04-28,2026-04-28T16:09:52+08:00,22°C,exact,YES,0.038,3.8,2.6391,0.11096,1.07712,0.1030154486,1.07712,1.0,true,true,false,[],true,true,0x1cfc2fc035f95af57afdb1ebc761f7bbbf2dc31194630ef2de88269e6b8e4a8c,true,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-04-28__beijing__high,2026-04-28,2026-04-28T17:06:06+08:00,22°C,exact,YES,0.0080332585,0.80332585,108.33962,0.96616,1.07712,0.8969845514,1.07712,1.0,true,true,false,[],true,true,0xdc7abcc7d372150ef8c350e876cda3c22dd7fb1055263419f9c822344080f334,false,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-04-30__beijing__high,2026-04-30,2026-04-30T16:52:24+08:00,29°C,exact,YES,0.004,0.4,77.42,0.3251,0.3251,1.0,0.3251,1.0,true,true,false,[],true,true,0x936b9dfd70e0556f6d22afc4853a429736b2ac3d60277bec88c05e75a577f6fe,false,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-02__beijing__high,2026-05-02,2026-05-02T12:13:22+08:00,26°C,exact,YES,0.0456175583,4.56175583,125.98,6.02113,7.9022,0.7619561641,6.02113,0.7619561641,true,true,true,"[""25°C""]",false,false,0xafc978ee0011cd6ba89ba27a258f2f47129163f11c4db3c6eea47ad5014c9668,false,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-02__beijing__high,2026-05-02,2026-05-02T13:24:22+08:00,25°C,exact,YES,0.012873805,1.2873805,130.75,1.76632,7.9022,0.2235225633,1.88107,0.2380438359,false,false,true,"[""26°C""]",false,false,0x8aa79911bcff545f738614d9b6a21f8617ffa6b669df6c6d906d3001b613f263,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-02__beijing__high,2026-05-02,2026-05-02T13:25:02+08:00,25°C,exact,YES,0.017,1.7,6.59,0.11203,7.9022,0.0141770646,1.88107,0.2380438359,false,false,true,"[""26°C""]",false,false,0x8e5f1dfc46f4490b1d0f7b3b9e4a6dc7487e84d996c66ac92d50968513a02170,true,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-02__beijing__high,2026-05-02,2026-05-02T13:25:28+08:00,25°C,exact,YES,0.017,1.7,0.16,0.00272,7.9022,0.0003442079,1.88107,0.2380438359,false,false,true,"[""26°C""]",false,false,0x791e2d822dfae3a3245671c82b41f40013790056ef511eccba2f8b1e227a88bd,false,true,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-04__beijing__high,2026-05-04,2026-05-04T15:37:54+08:00,27°C,exact,YES,0.0664333028,6.64333028,98.13,6.8234,15.644491,0.4361535316,15.644491,1.0,true,true,false,[],true,true,0x3609e9897217d01e8581c104c88f6cc5ea11a2c198d2f19ff094d845060321e6,true,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-04__beijing__high,2026-05-04,2026-05-04T15:38:00+08:00,27°C,exact,YES,0.07,7.0,11.73,0.8211,15.644491,0.052484929,15.644491,1.0,true,true,false,[],true,true,0x92b8f5549a4ba4a1e0ea7f471bb7c2121bea8310336e4b9c95405780eac53013,true,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-04__beijing__high,2026-05-04,2026-05-04T16:09:34+08:00,27°C,exact,YES,0.04,4.0,50.0,2.0,15.644491,0.1278405287,15.644491,1.0,true,true,false,[],true,true,0xa554b15e37edc42137b49db1b901f96678f194dbd50fe516eef389d4d03b7898,true,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
2026-05-04__beijing__high,2026-05-04,2026-05-04T16:12:28+08:00,27°C,exact,YES,0.04,4.0,15.769775,0.630791,15.644491,0.0403203275,15.644491,1.0,true,true,false,[],true,true,0xc89c3416e5f13664c18f61db14c4766afa94b43cf6a4839c37a2a9f211ad0f31,true,false,false,false,false,false,false,false,false,ENTRY_TIMELINE_COMPLETE,UNAVAILABLE,,ENTRY_TIMELINE_COMPLETE,false,,strict PnL unavailable
