event_key,weather_date,city,weather_metric,station_status,condition_id,event_slug,slug,asset,outcome,temperature_bucket,bucket_kind,bucket_low,bucket_high,unit,timestamp_epoch,public_trade_time_utc,public_trade_time_cst,relative_phase,half_hour_bin,side,price,shares,trade_usd,trade_usd_source,transaction_hash,source_repository_trade,source_repository_activity,source_current_public_api,source_row_number,activity_match_status,previous_same_bucket_buy_price,price_change_vs_previous_buy,price_add_class,pretrade_average_cost,price_change_vs_average_cost,average_cost_add_class,outcome_previous_buy_price,outcome_price_add_class,outcome_pretrade_average_cost,outcome_average_cost_add_class,price_decimal,price_cents,price_band
2026-03-21__beijing__high,2026-03-21,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe2066c20cc7062014fcf885457a55daf0c0218abb0b8162dfaf434246cc10320,highest-temperature-in-beijing-on-march-21-2026,highest-temperature-in-beijing-on-march-21-2026-16c,101327624597192588770627317317585395881919508317685485775984447062919691797366,Yes,16°C,exact,16.0,16.0,C,1774079873,2026-03-21T07:57:53+00:00,2026-03-21T15:57:53+08:00,D0_1500_1600,15:30—16:00,BUY,0.0108452683,205.0,2.22328,activity_usdcSize,0x21c60f57400a9ca2da847ad95e5f8892597e9752a101cd51db3d1401c69a77fd,True,True,True,weather_trades_normalized.csv:2978|api_trades:13274|activity.csv:3345|api_activity:3344,EXACT_SIZE_MATCH,,,,,,,,,,,0.0108452683,1.08452683,1—2美分
2026-03-21__beijing__high,2026-03-21,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe2066c20cc7062014fcf885457a55daf0c0218abb0b8162dfaf434246cc10320,highest-temperature-in-beijing-on-march-21-2026,highest-temperature-in-beijing-on-march-21-2026-16c,101327624597192588770627317317585395881919508317685485775984447062919691797366,Yes,16°C,exact,16.0,16.0,C,1774080555,2026-03-21T08:09:15+00:00,2026-03-21T16:09:15+08:00,D0_1600_1800,16:00—16:30,BUY,0.015,50.0,0.75,activity_usdcSize,0x413f332fd5b1f3e8b37a79dcdc74454ec20b8fa400d29750b7f2b7dacc93edff,True,True,True,weather_trades_normalized.csv:2982|api_trades:13272|activity.csv:3349|api_activity:3348,EXACT_SIZE_MATCH,0.0108452683,0.004154731699999999,PRICE_FLAT_ADD,0.010845268292682926,0.004154731707317073,NEAR_AVERAGE_COST_ADD,0.0108452683,PRICE_FLAT_ADD,0.010845268292682926,NEAR_AVERAGE_COST_ADD,0.015,1.5,1—2美分
2026-03-21__beijing__high,2026-03-21,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xe2066c20cc7062014fcf885457a55daf0c0218abb0b8162dfaf434246cc10320,highest-temperature-in-beijing-on-march-21-2026,highest-temperature-in-beijing-on-march-21-2026-16c,101327624597192588770627317317585395881919508317685485775984447062919691797366,Yes,16°C,exact,16.0,16.0,C,1774080919,2026-03-21T08:15:19+00:00,2026-03-21T16:15:19+08:00,D0_1600_1800,16:00—16:30,BUY,0.0198859229,262.98,5.2296,activity_usdcSize,0x42ed89c6af0cdfbd129dbe305a6a7d5e5fb9675d94d24202c336828f5976a99d,True,True,True,weather_trades_normalized.csv:2983|api_trades:13271|activity.csv:3350|api_activity:3349,EXACT_SIZE_MATCH,0.015,0.004885922899999999,PRICE_FLAT_ADD,0.01165992156862745,0.008226001331372548,NEAR_AVERAGE_COST_ADD,0.015,PRICE_FLAT_ADD,0.01165992156862745,NEAR_AVERAGE_COST_ADD,0.0198859229,1.98859229,1—2美分
2026-03-22__beijing__high,2026-03-22,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x9e585664df9833d31a8c89030fcae386c9715d09111accae5ff54691420f8222,highest-temperature-in-beijing-on-march-22-2026,highest-temperature-in-beijing-on-march-22-2026-23c,19912276949611129066774628734532505517558474841764524134012885712925491947816,Yes,23°C,exact,23.0,23.0,C,1774093399,2026-03-21T11:43:19+00:00,2026-03-21T19:43:19+08:00,D-1_1800_2400,19:30—20:00,BUY,0.14,100.0,14.0,activity_usdcSize,0xef27e59a585110db83e7a6813c27f23dbd81a35ed0372e3b301ffd9e36bf680d,True,True,True,weather_trades_normalized.csv:3000|api_trades:13258|activity.csv:3367|api_activity:3366,EXACT_SIZE_MATCH,,,,,,,,,,,0.14,14.000000000000002,10—15美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774170869,2026-03-22T09:14:29+00:00,2026-03-22T17:14:29+08:00,D-1_1500_1800,17:00—17:30,BUY,0.1106884543,37.33,4.132,activity_usdcSize,0x69d5d7cde16f9b69b273ddff1e3c12459392388b3555d471865498045ac224de,True,True,True,weather_trades_normalized.csv:3051|api_trades:13224|activity.csv:3419|api_activity:3418,EXACT_SIZE_MATCH,,,,,,,,,,,0.1106884543,11.06884543,10—15美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774190611,2026-03-22T14:43:31+00:00,2026-03-22T22:43:31+08:00,D-1_1800_2400,22:30—23:00,BUY,0.14,35.0,4.9,activity_usdcSize,0x164d64af4577ffe1d011caf2faf6f57e096af5962410392634ceb09f23532aa4,True,True,True,weather_trades_normalized.csv:3085|api_trades:13194|activity.csv:3453|api_activity:3452,EXACT_SIZE_MATCH,0.1106884543,0.02931154570000001,PRICE_UP_ADD,0.11068845432627913,0.02931154567372088,ABOVE_AVERAGE_COST_ADD,0.1106884543,PRICE_UP_ADD,0.11068845432627913,ABOVE_AVERAGE_COST_ADD,0.14,14.000000000000002,10—15美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774209723,2026-03-22T20:02:03+00:00,2026-03-23T04:02:03+08:00,D0_0000_0800,04:00—04:30,BUY,0.15,5.0,0.75,activity_usdcSize,0xe4f63b07f2efc42b8d3ab4b4c387b2939614e504167250b003f341109f1bc48e,True,True,True,weather_trades_normalized.csv:3148|api_trades:13156|activity.csv:3516|api_activity:3515,EXACT_SIZE_MATCH,0.14,0.009999999999999981,PRICE_UP_ADD,0.12487211392230058,0.02512788607769942,ABOVE_AVERAGE_COST_ADD,0.14,PRICE_UP_ADD,0.12487211392230058,ABOVE_AVERAGE_COST_ADD,0.15,15.0,15—20美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774216397,2026-03-22T21:53:17+00:00,2026-03-23T05:53:17+08:00,D0_0000_0800,05:30—06:00,BUY,0.15,5.6,0.84,activity_usdcSize,0xd89e9db3059d9170a7a57f3858e051d67d07e14c96f2ba59db9101c37a8bf42d,True,True,True,weather_trades_normalized.csv:3159|api_trades:13149|activity.csv:3527|api_activity:3526,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.12649683175998966,0.023503168240010336,ABOVE_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.12649683175998966,ABOVE_AVERAGE_COST_ADD,0.15,15.0,15—20美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774220497,2026-03-22T23:01:37+00:00,2026-03-23T07:01:37+08:00,D0_0000_0800,07:00—07:30,BUY,0.15,5.68,0.852,activity_usdcSize,0xfa2372136fed03830fd35fe3b3564b0e6c88f6ec62c0644fb5e5d6baee2e88b0,True,True,True,weather_trades_normalized.csv:3161|api_trades:13147|activity.csv:3529|api_activity:3528,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.12808392620282166,0.02191607379717833,ABOVE_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.12808392620282166,ABOVE_AVERAGE_COST_ADD,0.15,15.0,15—20美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774221185,2026-03-22T23:13:05+00:00,2026-03-23T07:13:05+08:00,D0_0000_0800,07:00—07:30,BUY,0.15,3.34,0.501,activity_usdcSize,0xabcbdaecd2567cb9ebd8116682d4e6ec6dc217619ea18c5cff1277d1dae772bf,True,True,True,weather_trades_normalized.csv:3162|api_trades:13145|activity.csv:3530|api_activity:3529,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.12948877101907236,0.020511228980927637,ABOVE_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.12948877101907236,ABOVE_AVERAGE_COST_ADD,0.15,15.0,15—20美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774221185,2026-03-22T23:13:05+00:00,2026-03-23T07:13:05+08:00,D0_0000_0800,07:00—07:30,BUY,0.15,5.0,0.75,activity_usdcSize,0xe1991684d469be920fba32c5602aae4967b46279526982b4c995833cac7d544f,True,True,True,weather_trades_normalized.csv:3163|api_trades:13146|activity.csv:3531|api_activity:3530,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.13023382272974443,0.019766177270255564,ABOVE_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.13023382272974443,ABOVE_AVERAGE_COST_ADD,0.15,15.0,15—20美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774221239,2026-03-22T23:13:59+00:00,2026-03-23T07:13:59+08:00,D0_0000_0800,07:00—07:30,BUY,0.15,3.34,0.501,activity_usdcSize,0x86e1dbc98372ecc8d5eec7a13c4aa2858edb4ec105eb87bd5cf46818d73dc814,True,True,True,weather_trades_normalized.csv:3164|api_trades:13144|activity.csv:3532|api_activity:3531,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.13125322331098505,0.01874677668901495,ABOVE_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.13125322331098505,ABOVE_AVERAGE_COST_ADD,0.15,15.0,15—20美分
2026-03-23__beijing__high,2026-03-23,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x1aa4972fc4c2fc59b6e63625e3e49f53700aba001319f29ecc2fc5ea213c342c,highest-temperature-in-beijing-on-march-23-2026,highest-temperature-in-beijing-on-march-23-2026-20c,28425869616639387284964533514194193035308866588905593673931899342905060807831,Yes,20°C,exact,20.0,20.0,C,1774222979,2026-03-22T23:42:59+00:00,2026-03-23T07:42:59+08:00,D0_0000_0800,07:30—08:00,BUY,0.15,0.04,0.006,activity_usdcSize,0xe5b289da027a21a24664f91ba22590b5306b844a172bc17648abdfa15e12e054,True,True,True,weather_trades_normalized.csv:3165|api_trades:13143|activity.csv:3533|api_activity:3532,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.1318775550902383,0.018122444909761698,ABOVE_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.1318775550902383,ABOVE_AVERAGE_COST_ADD,0.15,15.0,15—20美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xb838577b450b10c96bd50566f254387dc06a105ca00888d679b8e5d29e9e149e,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-22c,104460800836125738614876610922175549526108177937566285721121866641041197881596,Yes,22°C,exact,22.0,22.0,C,1774328489,2026-03-24T05:01:29+00:00,2026-03-24T13:01:29+08:00,D0_1300_1400,13:00—13:30,BUY,0.1,8.57,0.857,activity_usdcSize,0xb1694c0255caac7dc00f20ea955f9eb83744ed2bc32760756bcffda29122d219,True,True,True,weather_trades_normalized.csv:3291|api_trades:13027|activity.csv:3660|api_activity:3659,EXACT_SIZE_MATCH,,,,,,,,,,,0.1,10.0,10—15美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xb838577b450b10c96bd50566f254387dc06a105ca00888d679b8e5d29e9e149e,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-22c,104460800836125738614876610922175549526108177937566285721121866641041197881596,Yes,22°C,exact,22.0,22.0,C,1774329127,2026-03-24T05:12:07+00:00,2026-03-24T13:12:07+08:00,D0_1300_1400,13:00—13:30,BUY,0.1,18.35,1.835,activity_usdcSize,0xea51a4ef78f0e313fe440f0099313ebf2e57a3ae3dc5033035b009761f6a6d2f,True,True,True,weather_trades_normalized.csv:3292|api_trades:13026|activity.csv:3661|api_activity:3660,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.09999999999999999,1.3877787807814457e-17,NEAR_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.09999999999999999,NEAR_AVERAGE_COST_ADD,0.1,10.0,10—15美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xb838577b450b10c96bd50566f254387dc06a105ca00888d679b8e5d29e9e149e,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-22c,104460800836125738614876610922175549526108177937566285721121866641041197881596,Yes,22°C,exact,22.0,22.0,C,1774329203,2026-03-24T05:13:23+00:00,2026-03-24T13:13:23+08:00,D0_1300_1400,13:00—13:30,BUY,0.1,33.33333,3.333333,activity_usdcSize,0x7fa5e20713eec41777a9e6ca4457bdeacb5e0700c174fa00de795f1795e830ab,True,True,True,weather_trades_normalized.csv:3293|api_trades:13025|activity.csv:3662|api_activity:3661,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.1,0.0,NEAR_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.1,NEAR_AVERAGE_COST_ADD,0.1,10.0,10—15美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xb838577b450b10c96bd50566f254387dc06a105ca00888d679b8e5d29e9e149e,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-22c,104460800836125738614876610922175549526108177937566285721121866641041197881596,Yes,22°C,exact,22.0,22.0,C,1774329381,2026-03-24T05:16:21+00:00,2026-03-24T13:16:21+08:00,D0_1300_1400,13:00—13:30,BUY,0.1,18.67,1.867,activity_usdcSize,0xe97f76f4b732f46624b88507555bf79487b61cc95073a1fdef5bc21586bc9e90,True,True,True,weather_trades_normalized.csv:3294|api_trades:13024|activity.csv:3663|api_activity:3662,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.1,0.0,NEAR_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.1,NEAR_AVERAGE_COST_ADD,0.1,10.0,10—15美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xb838577b450b10c96bd50566f254387dc06a105ca00888d679b8e5d29e9e149e,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-22c,104460800836125738614876610922175549526108177937566285721121866641041197881596,Yes,22°C,exact,22.0,22.0,C,1774330003,2026-03-24T05:26:43+00:00,2026-03-24T13:26:43+08:00,D0_1300_1400,13:00—13:30,BUY,0.1,5.0,0.5,activity_usdcSize,0x469434a2fdd36dcf5a33bfa4ae3db2ffd62b228934664a395b00b78b0df56741,True,True,True,weather_trades_normalized.csv:3296|api_trades:13022|activity.csv:3665|api_activity:3664,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.1,0.0,NEAR_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.1,NEAR_AVERAGE_COST_ADD,0.1,10.0,10—15美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xb838577b450b10c96bd50566f254387dc06a105ca00888d679b8e5d29e9e149e,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-22c,104460800836125738614876610922175549526108177937566285721121866641041197881596,Yes,22°C,exact,22.0,22.0,C,1774330647,2026-03-24T05:37:27+00:00,2026-03-24T13:37:27+08:00,D0_1300_1400,13:30—14:00,BUY,0.1,5.0,0.5,activity_usdcSize,0x166864403d6e7854b1ca3e8b26a7bafc8c74ab5ced803e3f95d5c3b5b7e90073,True,True,True,weather_trades_normalized.csv:3297|api_trades:13021|activity.csv:3666|api_activity:3665,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.10000000000000002,-1.3877787807814457e-17,NEAR_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.10000000000000002,NEAR_AVERAGE_COST_ADD,0.1,10.0,10—15美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xb838577b450b10c96bd50566f254387dc06a105ca00888d679b8e5d29e9e149e,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-22c,104460800836125738614876610922175549526108177937566285721121866641041197881596,Yes,22°C,exact,22.0,22.0,C,1774330675,2026-03-24T05:37:55+00:00,2026-03-24T13:37:55+08:00,D0_1300_1400,13:30—14:00,BUY,0.1,11.07,1.107,activity_usdcSize,0xc3422d7bfce0db7828a2f35f2eae72e76af8d85cc25a34367fb0f145123a9a90,True,True,True,weather_trades_normalized.csv:3298|api_trades:13020|activity.csv:3667|api_activity:3666,EXACT_SIZE_MATCH,0.1,0.0,PRICE_FLAT_ADD,0.10000000000000002,-1.3877787807814457e-17,NEAR_AVERAGE_COST_ADD,0.1,PRICE_FLAT_ADD,0.10000000000000002,NEAR_AVERAGE_COST_ADD,0.1,10.0,10—15美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x19ff90babbeb82bd4c4ba02957adc531cdf2689862084ec6dfcd6ab6839bbd21,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-20c,108842583082174366514959372750606744882230733243117111800963050138612046813062,Yes,20°C,exact,20.0,20.0,C,1774340213,2026-03-24T08:16:53+00:00,2026-03-24T16:16:53+08:00,D0_1600_1800,16:00—16:30,BUY,0.33,1.19,0.3927,activity_usdcSize,0x0ba67e1f8bc63fc8cf74ec0e6a62b41a97330bef8808ae9a1c5cf0fc6cbe4519,True,True,True,weather_trades_normalized.csv:3312|api_trades:13005|activity.csv:3681|api_activity:3680,EXACT_SIZE_MATCH,,,,,,,,,,,0.33,33.0,30—40美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x19ff90babbeb82bd4c4ba02957adc531cdf2689862084ec6dfcd6ab6839bbd21,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-20c,108842583082174366514959372750606744882230733243117111800963050138612046813062,Yes,20°C,exact,20.0,20.0,C,1774340213,2026-03-24T08:16:53+00:00,2026-03-24T16:16:53+08:00,D0_1600_1800,16:00—16:30,BUY,0.3300000059,38.805969,12.80597,activity_usdcSize,0x12766c96cbed874940f3fd529aed6c22bc5b36293df7059d2a8c754c7c0e0372,True,True,True,weather_trades_normalized.csv:3313|api_trades:13006|activity.csv:3682|api_activity:3681,EXACT_SIZE_MATCH,0.33,5.899999988567828e-09,PRICE_FLAT_ADD,0.33,5.899999988567828e-09,NEAR_AVERAGE_COST_ADD,0.33,PRICE_FLAT_ADD,0.33,NEAR_AVERAGE_COST_ADD,0.3300000059,33.00000059,30—40美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x19ff90babbeb82bd4c4ba02957adc531cdf2689862084ec6dfcd6ab6839bbd21,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-20c,108842583082174366514959372750606744882230733243117111800963050138612046813062,Yes,20°C,exact,20.0,20.0,C,1774340279,2026-03-24T08:17:59+00:00,2026-03-24T16:17:59+08:00,D0_1600_1800,16:00—16:30,BUY,0.2100000296,1.012657,0.212658,activity_usdcSize,0x5d562dd6100aa8b5d949be9deff380882119e8e3c886b38f43ef7c274c503a64,True,True,True,weather_trades_normalized.csv:3314|api_trades:13004|activity.csv:3683|api_activity:3682,EXACT_SIZE_MATCH,0.3300000059,-0.1199999763,PRICE_DOWN_ADD,0.33000000575057953,-0.11999997615057953,BELOW_AVERAGE_COST_ADD,0.3300000059,PRICE_DOWN_ADD,0.33000000575057953,BELOW_AVERAGE_COST_ADD,0.2100000296,21.00000296,20—30美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x19ff90babbeb82bd4c4ba02957adc531cdf2689862084ec6dfcd6ab6839bbd21,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-20c,108842583082174366514959372750606744882230733243117111800963050138612046813062,Yes,20°C,exact,20.0,20.0,C,1774341499,2026-03-24T08:38:19+00:00,2026-03-24T16:38:19+08:00,D0_1600_1800,16:30—17:00,BUY,0.05,35.36,1.768,activity_usdcSize,0x20011b28cb45873f0f28e3697992e45d5f04b1a744c19c94d9229473f3aa6966,True,True,True,weather_trades_normalized.csv:3315|api_trades:13003|activity.csv:3684|api_activity:3683,EXACT_SIZE_MATCH,0.2100000296,-0.16000002959999998,PRICE_DOWN_ADD,0.32703675563282714,-0.27703675563282715,BELOW_AVERAGE_COST_ADD,0.2100000296,PRICE_DOWN_ADD,0.32703675563282714,BELOW_AVERAGE_COST_ADD,0.05,5.0,5—10美分
2026-03-24__beijing__high,2026-03-24,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x19ff90babbeb82bd4c4ba02957adc531cdf2689862084ec6dfcd6ab6839bbd21,highest-temperature-in-beijing-on-march-24-2026,highest-temperature-in-beijing-on-march-24-2026-20c,108842583082174366514959372750606744882230733243117111800963050138612046813062,Yes,20°C,exact,20.0,20.0,C,1774341869,2026-03-24T08:44:29+00:00,2026-03-24T16:44:29+08:00,D0_1600_1800,16:30—17:00,BUY,0.05,64.64,3.232,activity_usdcSize,0x79a0ebc14daef69f6ec8929a5df7598968d15680f8fe34a54f9fa2764e87e67d,True,True,True,weather_trades_normalized.csv:3316|api_trades:13002|activity.csv:3685|api_activity:3684,EXACT_SIZE_MATCH,0.05,0.0,PRICE_FLAT_ADD,0.1987639269560775,-0.14876392695607749,BELOW_AVERAGE_COST_ADD,0.05,PRICE_FLAT_ADD,0.1987639269560775,BELOW_AVERAGE_COST_ADD,0.05,5.0,5—10美分
2026-04-01__beijing__high,2026-04-01,Beijing,high,BEIJING_STATION_UNCONFIRMED,0xc3d26dddbeb0cbccfc90ff074483dbecd298704949de0a836bad13a63a8f6f91,highest-temperature-in-beijing-on-april-1-2026,highest-temperature-in-beijing-on-april-1-2026-19c,21788854130404119294373390333252024478123245249350360413174309416496903980578,Yes,19°C,exact,19.0,19.0,C,1774982185,2026-03-31T18:36:25+00:00,2026-04-01T02:36:25+08:00,D0_0000_0800,02:30—03:00,BUY,0.21,90.3022,21.0,activity_usdcSize,0xe9c08ad65adf659152ed7cb753259047546a406f4cb0d588fc2f5c30575a35c4,True,True,True,weather_trades_normalized.csv:4230|api_trades:12319|activity.csv:4646|api_activity:4645,NEAREST_SIZE_MATCH,,,,,,,,,,,0.21,21.0,20—30美分
2026-04-01__beijing__high,2026-04-01,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x937d4b174cdfee1a24adfd48b142b71f3e1be7811b2853574a6bd5c01b02f96d,highest-temperature-in-beijing-on-april-1-2026,highest-temperature-in-beijing-on-april-1-2026-20c,79655901785225530162334722713224485130321212954811278069168302992325795269878,Yes,20°C,exact,20.0,20.0,C,1774982267,2026-03-31T18:37:47+00:00,2026-04-01T02:37:47+08:00,D0_0000_0800,02:30—03:00,BUY,0.0343063182,120.92,4.14832,activity_usdcSize,0x5f540326e7272e815e3087632cb191a49a0c2cb633196e9f38e751bee49dbf94,True,True,True,weather_trades_normalized.csv:4231|api_trades:12318|activity.csv:4647|api_activity:4646,EXACT_SIZE_MATCH,,,,,,,,,,,0.0343063182,3.43063182,2—5美分
2026-04-03__beijing__high,2026-04-03,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x605a939815f1b92b76757a86256d0e06286c0c012e58a5da75b96222684fa2a7,highest-temperature-in-beijing-on-april-3-2026,highest-temperature-in-beijing-on-april-3-2026-22c,112068224048996709807152953016654034317643575767253208480522510231784911312865,Yes,22°C,exact,22.0,22.0,C,1775152411,2026-04-02T17:53:31+00:00,2026-04-03T01:53:31+08:00,D0_0000_0800,01:30—02:00,BUY,0.15,6.05082,0.907623,activity_usdcSize,0x6e14943000c8672e78ee7fa28b2d9923b0330c0f1206820a2791497277d5d4db,True,True,True,weather_trades_normalized.csv:4656|api_trades:11937|activity.csv:5108|api_activity:5107,EXACT_SIZE_MATCH,,,,,,,,,,,0.15,15.0,15—20美分
2026-04-03__beijing__high,2026-04-03,Beijing,high,BEIJING_STATION_UNCONFIRMED,0x605a939815f1b92b76757a86256d0e06286c0c012e58a5da75b96222684fa2a7,highest-temperature-in-beijing-on-april-3-2026,highest-temperature-in-beijing-on-april-3-2026-22c,112068224048996709807152953016654034317643575767253208480522510231784911312865,Yes,22°C,exact,22.0,22.0,C,1775152415,2026-04-02T17:53:35+00:00,2026-04-03T01:53:35+08:00,D0_0000_0800,01:30—02:00,BUY,0.15,15.50682,2.326023,activity_usdcSize,0x9c1d8163106e1f9cfb9783ba05bae70084287ca055175c26a364b52a58e72148,True,True,True,weather_trades_normalized.csv:4657|api_trades:11936|activity.csv:5109|api_activity:5108,EXACT_SIZE_MATCH,0.15,0.0,PRICE_FLAT_ADD,0.15,0.0,NEAR_AVERAGE_COST_ADD,0.15,PRICE_FLAT_ADD,0.15,NEAR_AVERAGE_COST_ADD,0.15,15.0,15—20美分
