delta_v2_minus_v1,metric,v1,v2
1566.0,settled_weather_assets,2079.0,3645.0
-15051.808399999998,total_net_pnl,37894.360569,22842.552169
-0.4207855411927892,roi_on_capital_at_risk,0.743811828723291,0.3230262875305018
472.96694300000127,max_drawdown_usd,371.01146100000005,843.9784040000013
0.016898490624666737,top1_share_of_net_pnl,0.025645068247833087,0.042543558872499825
0.06419376793397555,top5_share_of_net_pnl,0.09742015404318566,0.1616139219771612
0.10757495245583323,top10_share_of_net_pnl,0.16325523141458978,0.270830183870423
1566.0,current_zero_value_added_positions,0.0,1566.0
-15051.8084,current_zero_value_added_pnl,0.0,-15051.8084
